Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
Nike Air Force 1 Low Next Nature White Doll Violet,65.0,NIKE,"BLANC, LILA","44,5",https://www.vinted.fr/items/3873087153-nike-air-force-1-low-next-nature-white-doll-violet?referrer=catalog,https://images1.vinted.net/t/01_025e0_R5KGUDbAuwtwvMftSXYBLcur/310x430/1702323854.jpeg?s=dee0f7cf3e0055f292e6e1d7048459f50a09d546,ESPAGNE,Women
nike air force 1 ,40.0,NIKE,NOIR,44,https://www.vinted.fr/items/3869326669-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_01b2e_JW1F6orWoKKqt9nsdpeqvJQX/310x430/1702238526.jpeg?s=1ed9cb1ab7c4f7e38c14a25778019f3e4d5157a0,"DUNKERQUE, FRANCE",Women
Nike Air Force 1,38.0,NIKE,NOIR,"40,5",https://www.vinted.fr/items/3775982727-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/01_01ac7_gG7vajfKrzTURje58puJkE4P/310x430/1700317854.jpeg?s=51e786e90a80b63ac55c7d64cf22c0d30d59661e,ITALIE,Women
Air force 1 High,85.0,NIKE,NOIR,43,https://www.vinted.fr/items/3872594603-air-force-1-high?referrer=catalog,https://images1.vinted.net/t/02_00cd7_VDMcvtWSpUmsruvJppd3VZ1C/310x430/1702316987.jpeg?s=bc1f613dbd6ef007282a771acef195a2d33a985a,"LUCENAY, FRANCE",Women
Nike Air Force 1,65.0,NIKE,NOIR,"45,5",https://www.vinted.fr/items/3803332249-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/01_012a2_14GYbtrdg8EbKjFaixVgyFWF/310x430/1700837772.jpeg?s=3966dd512b15237fc55c9d939cb81a50a1c9f8e7,"ESCALA, L', ESPAGNE",Women
Nike Air Force 1 Billie Eilish Sequoia ,94.99,NIKE,VERT FONCÉ,41,https://www.vinted.fr/items/3659709071-nike-air-force-1-billie-eilish-sequoia,https://images1.vinted.net/t/01_01353_r8bJL25Go3GisMfU62mzRxSd/310x430/1698166014.jpeg?s=a2603c9e9b3afa4ce21a75cde8161be3b7df5348,"SAUMUR, FRANCE",Women
Nike air force 1 while size 40,100.0,NIKE,BLANC,40,https://www.vinted.fr/items/3887245095-nike-air-force-1-while-size-40?referrer=catalog,https://images1.vinted.net/t/03_00397_rcGjCkZBC2Vr169EMMANShxB/310x430/1702729456.jpeg?s=4369ff2d4dcf69f79b71231b0eeaf3fe35767721,"'S-GRAVENHAGE, PAYS-BAS",Women
Air force 1 AF1,35.0,NIKE,NOIR,39,https://www.vinted.fr/items/3870910706-air-force-1-af1?referrer=catalog,https://images1.vinted.net/t/03_007f7_MrR6Tc8Gim3o78pC91GiouJB/310x430/1702293799.jpeg?s=6ac8d88cf08613abbf69798ef40b88fdd9be16d1,"CHENOISE, FRANCE",Women
Scarpe Nike,42.0,NIKE,"BLANC, MULTICOLORE","38,5",https://www.vinted.fr/items/3878422631-scarpe-nike?referrer=catalog,https://images1.vinted.net/t/02_00e4f_b1raJKTEbggELrkDp8x1aKBN/310x430/1702471836.jpeg?s=e9846ca7f67ae8ad2483e2cda394c5d23f1fb350,ITALIE,Women
Air force 1,55.0,NIKE,BLANC,40,https://www.vinted.fr/items/3701419125-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_01208_dAHoQPZUwHYm1rGsW8QHFRGi/310x430/1698941509.jpeg?s=7458a6b59193d55c9c9aa878c85f9d2abc69f4bf,"MARSEILLE 05, FRANCE",Women
Air Force 1 blanche ,60.0,NIKE,BLANC,42,https://www.vinted.fr/items/3878564932-air-force-1-blanche?referrer=catalog,https://images1.vinted.net/t/01_00af2_FQ723YogWVToC6pnCJ8UJqZA/310x430/1702473889.jpeg?s=985d99253875ad47a0fb4de720b85d4af8d4c406,"LHERM, FRANCE",Women
Air force 1,75.0,NIKE,BLANC,42,https://www.vinted.fr/items/3849921066-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_0142a_Fc9Rvi6xdXgPZgVLXtyhR17E/310x430/1701807166.jpeg?s=ccf0087d75e9cec27c5e3826e52e29e0881bc2f4,"VIC, ESPAGNE",Women
Air Force 1 ,80.0,NIKE,KAKI,43,https://www.vinted.fr/items/3837871746-air-force-1?referrer=catalog,https://images1.vinted.net/t/01_024cf_GyBy16VGK6ANNjXhgK5yc1jg/310x430/1701552508.jpeg?s=46f3bf95087967c2d2849628fa08781fd5332ab2,"PARIS, FRANCE",Women
Air Force 1,29.99,NIKE,"NOIR, VIOLET",42,https://www.vinted.fr/items/3824480164-air-force-1?referrer=catalog,https://images1.vinted.net/t/01_01dea_n2dWDhq3Eh8xr5ogHYkCwFaY/310x430/1701258938.jpeg?s=805935fadc6cf0fed4f22df5f05f5aef10c85552,FRANCE,Women
Air force 1,18.0,NIKE,"NOIR, BLANC",41,https://www.vinted.fr/items/3479364924-air-force-1?referrer=catalog,https://images1.vinted.net/t/02_02489_aJdZxzoHjwqCmYw9ye4XDtvT/310x430/1694866757.jpeg?s=c8854dc218e82efe480d206dfb974201b88f2ae8,"STRASBOURG, FRANCE",Women
nike air force 1 ,30.0,NIKE,MARRON,"40,5",https://www.vinted.fr/items/3608887072-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_00aac_Tdw6NaRaF3F24FVAfw4eEYTP/310x430/1697308778.jpeg?s=c35149d270ca2a442c90e160bd879692ea8601ff,ITALIE,Women
Nike Air Force 1 ‘07,115.0,NIKE,"BLANC, BEIGE","42,5",https://www.vinted.fr/items/3868117080-nike-air-force-1-07?referrer=catalog,https://images1.vinted.net/t/02_0256d_c5VQLXU5MLS6BaqaUYbAFoSK/310x430/1702225790.jpeg?s=1b93fb56039204e56e0fc59176e9462e53e3506b,ESPAGNE,Women
air force 1,40.0,NIKE,"NOIR, BLANC",44,https://www.vinted.fr/items/3836394756-air-force-1?referrer=catalog,https://images1.vinted.net/t/02_01a25_c5XLDNzgPV77Tu71cgZqeb6h/310x430/1701529417.jpeg?s=1f3c2cae58256a3c3d43bdb3e3c84c7e747bf845,"MILANO, ITALIE",Women
Nike gortex air force 1 ,75.0,NIKE,"BLANC, BEIGE",41,https://www.vinted.fr/items/3870877962-nike-gortex-air-force-1?referrer=catalog,https://images1.vinted.net/t/01_01a3a_y43WGrcu5JS1Hi7Qo3ExzxEf/310x430/1702293324.jpeg?s=995e7f5c23a9b5c3082429ee13e3e75b04da7197,"PARIS, FRANCE",Women
Nike Air force 1,39.0,NIKE,"BLANC, ROUGE",38,https://www.vinted.fr/items/3865134585-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/02_0176b_Ppt2mDPhPS56YzzykLP3HuTh/310x430/1702194081.jpeg?s=e82a06e413d39c4ff68032a797d265e0eb5505e3,"LES CHAPELLES-BOURBON, FRANCE",Women
Air Force 1 Low 07,90.0,NIKE,BLANC,45,https://www.vinted.fr/items/3883443123-air-force-1-low-07?referrer=catalog,https://images1.vinted.net/t/02_016cf_YSPYdCBmuXmhea5wEjosbNKF/310x430/1702589741.jpeg?s=67fb4be5f6039cc615e3e8affb82948352ea8e60,LUXEMBOURG,Women
Nike Air Force 1,10.0,NIKE,"NOIR, BLANC",42,https://www.vinted.fr/items/3434974149-nike-air-force-1?referrer=catalog,https://images1.vinted.net/t/01_00750_c4FwkShrTeyvxWTG2EvnL7KY/310x430/1693840479.jpeg?s=3c7248c082bff45faa917840a71bd6b594a7673c,"PORTO TORRES, ITALIE",Women
Air force 1,40.0,NIKE,"NOIR, GRIS",40,https://www.vinted.fr/items/3878914713-air-force-1?referrer=catalog,https://images1.vinted.net/t/03_012e4_eVUaJHTZji6ysvhVXzxBf4Fc/310x430/1702478784.jpeg?s=04d9aa0af90ed872d61225f65965478975a0be91,ITALIE,Women
