Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
Air max taille 21,8.0,NIKE,"GRIS, JAUNE",21,https://www.vinted.fr/items/3678325504-air-max-taille-21?referrer=catalog,https://images1.vinted.net/t/02_00d84_3Wu7J6o1mmYUxhh8koasNuia/310x430/1698519865.jpeg?s=8cd2ab8a493a0453c3595f14d206b41a7d02bcbb,FRANCE,Kid
Air Max ,25.0,NIKE,"ROSE, VERT",27,https://www.vinted.fr/items/3605234016-air-max?referrer=catalog,https://images1.vinted.net/t/01_0058b_GhCdLYvRcTVBSrZjQGkZRdDr/310x430/1697272707.jpeg?s=466ce89b7938325d26f212c82741e3f70dd32e68,"SAINT-MALO-DE-GUERSAC, FRANCE",Kid
Basket Nike air max 1 ,70.0,NIKE,BLANC,38,https://www.vinted.fr/items/3747125365-basket-nike-air-max-1?referrer=catalog,https://images1.vinted.net/t/01_00f97_JHkq2WXofdEh99MK5npmiWC8/310x430/1699785834.jpeg?s=21287623c44a571fde551e3bbd5ac4d7f03b84ea,"UCHAUX, FRANCE",Kid
Air max femme ,45.0,NIKE,"BLANC, ROSE",39,https://www.vinted.fr/items/3639883366-air-max-femme?referrer=catalog,https://images1.vinted.net/t/02_003b8_2FqY6wByPRgiXok2J2rUm7yf/310x430/1697880699.jpeg?s=e32a84a6ae488e2721626f2ce02701c88b3bd99d,"VIEILLES-MAISONS-SUR-JOUDRY, FRANCE",Kid
Nike air max 1 td maat 26 wit zwart roze,30.0,NIKE,"NOIR, ROSE",26,https://www.vinted.fr/items/3792199188-nike-air-max-1-td-maat-26-wit-zwart-roze?referrer=catalog,https://images1.vinted.net/t/01_00d27_5wRGS1yerf37pnpxjhL4DdV3/310x430/1700592712.jpeg?s=dd343f49c46e62b4836e27dc5317b06923cb1563,PAYS-BAS,Kid
Air max Jordan ,43.0,NIKE,"NOIR, ROSE",26,https://www.vinted.fr/items/3801003699-air-max-jordan?referrer=catalog,https://images1.vinted.net/t/01_01541_musM4oPSZzRbbZ31jJGFeFVi/310x430/1700771690.jpeg?s=498fbe416edbffcd89320699fa3fc3b4dd1f1b5a,"VENDENESSE-SUR-ARROUX, FRANCE",Kid
"Tennis basket Nike air max 90LTR ,T33,mixtes ",18.0,NIKE,"BLANC, VIOLET",33,https://www.vinted.fr/items/3127279663-tennis-basket-nike-air-max-90ltr-t33mixtes?referrer=catalog,https://images1.vinted.net/t/03_01fe8_7p6HbXyMystx8VkcgRm35Gjv/310x430/1686556580.jpeg?s=c828c5832397fc4522cab46ae4974da31f70254d,"BRENGUES, FRANCE",Kid
 Basket Air Max notif white neuve,40.0,NIKE,BLANC,23,https://www.vinted.fr/items/3780489067-basket-air-max-notif-white-neuve?referrer=catalog,https://images1.vinted.net/t/01_010e3_J688UF7Ag2zG4afhDVTb8ALb/310x430/1700398960.jpeg?s=e75150d6d80ffcad1e0f020ba0bde81fdac2e136,"CHAURAY, FRANCE",Kid
Air max 1 X Clot,100.0,NIKE,BEIGE,31,https://www.vinted.fr/items/3708707300-air-max-1-x-clot?referrer=catalog,https://images1.vinted.net/t/02_00ea2_racQ28jHyVKV6ofbh4U1d6DM/310x430/1699095815.jpeg?s=e576ef6fe327eb189285d10f4fcc0d66698a8fd0,"FONTENAY-SOUS-BOIS, FRANCE",Kid
Chaussures Air Max 270 femme,22.0,NIKE,"CRÈME, CORAIL",37,https://www.vinted.fr/items/3875767832-chaussures-air-max-270-femme?referrer=catalog,https://images1.vinted.net/t/02_01f0a_hyXGt4ykePbdsfQnMa7d93PR/310x430/1702396282.jpeg?s=d4fe9696c0071ca4109dfa40622c3b247fad422e,"CRAN-GEVRIER, FRANCE",Kid
