Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
Nike air Max 720 nightshade ,100.0,NIKE,"BLEU, MARINE",38,https://www.vinted.fr/items/3819064173-nike-air-max-720-nightshade?referrer=catalog,https://images1.vinted.net/t/02_008ea_s4W7f5D8sppj61LVVthEVTzP/310x430/1701121155.jpeg?s=4c528975e4a857bb2ef33e60e3051c238d1a0822,"KOUDEKERK AAN DEN RIJN, PAYS-BAS",Kid
Nike sneakers maat 21,30.0,NIKE,NOIR,21,https://www.vinted.fr/items/2052814735-nike-sneakers-maat-21?referrer=catalog,https://images1.vinted.net/t/01_02375_nJcihf3LrQAwXsrSoHwh19tU/310x430/1658527964.jpeg?s=2bccd11f631fe3b2386de2d57b1689fdad23a685,"ROERMOND, PAYS-BAS",Kid
Nike Jordan’s kids ,30.0,NIKE,"NOIR, TURQUOISE",25,https://www.vinted.fr/items/2300847748-nike-jordans-kids?referrer=catalog,https://images1.vinted.net/t/03_0088f_fP6fMh2psFuyHyxdWQCEgQ72/310x430/1665501756.jpeg?s=47914f6ba690241df81d3b6b3f960360376431cb,"DOESBURG, PAYS-BAS",Kid
Schoenen in verschillende maten mag per stuk weg stuur gerust een berichtje.,20.0,NIKE,"NOIR, BLANC",26,https://www.vinted.fr/items/2585434366-schoenen-in-verschillende-maten-mag-per-stuk-weg-stuur-gerust-een-berichtje?referrer=catalog,https://images1.vinted.net/t/02_02526_HSgSmfdF6i15hYV64PVdJGts/310x430/1673623689.jpeg?s=11f53fe16bf509d6f797e8e02d39295b169c03d5,"TIEL, PAYS-BAS",Kid
Nike waterschoenen/ sandalen  ,15.0,NIKE,NOIR,17,https://www.vinted.fr/items/3258891243-nike-waterschoenen-sandalen?referrer=catalog,https://images1.vinted.net/t/03_012f0_8uXaYynx2pcWmyVYYecHhuhL/310x430/1689839645.jpeg?s=ff32e9526b845c7608c50587a07bc9291152e914,PAYS-BAS,Kid
Voetbalschoenen nike maat 38,35.0,NIKE,"NOIR, MARINE",38,https://www.vinted.fr/items/3549203890-voetbalschoenen-nike-maat-38?referrer=catalog,https://images1.vinted.net/t/01_01658_DqCcSytqvVxfNaemht4W5tPX/310x430/1696175005.jpeg?s=120daf9567590fb0b962123e3262d38c477eb21e,"KRUISHOUTEM, BELGIQUE",Kid
Jongens schoenen 4 paar maat 22 ,40.0,NIKE,MULTICOLORE,22,https://www.vinted.fr/items/3469681557-jongens-schoenen-4-paar-maat-22?referrer=catalog,https://images1.vinted.net/t/02_02235_Cc3WcXyhXZyhhmnAfBveNPPX/310x430/1694628421.jpeg?s=f1750009763c4d8d76323feb85b36a974b96a68e,"'S-GRAVENHAGE, PAYS-BAS",Kid
Nike hardloopschoenen in originele doos,37.5,NIKE,"GRIS, ROSE",40,https://www.vinted.fr/items/3414276480-nike-hardloopschoenen-in-originele-doos?referrer=catalog,https://images1.vinted.net/t/03_00834_LuSsqRTCvf4BKxRoKWwbea15/310x430/1696920007.jpeg?s=a55279e7692993884f192d1121e544dad35911f1,"DINXPERLO, PAYS-BAS",Kid
Schoentjes mt 20 tot 23,15.0,NIKE,"NOIR, ROSE",22,https://www.vinted.fr/items/168805109-schoentjes-mt-20-tot-23?referrer=catalog,https://images1.vinted.net/t/01_01030_p6h1GRHqFHAvV3pR6qX9Ukag/310x430/1601782249.jpeg?s=a8ef3641dce68fd2502cf3297015f5179cdab652,"ZONHOVEN, BELGIQUE",Kid
Nike air kinderschoenen,20.0,NIKE,MULTICOLORE,32,https://www.vinted.fr/items/1276755785-nike-air-kinderschoenen?referrer=catalog,https://images1.vinted.net/t/02_021e4_UAABmxyrbjRNBWC3iaEgmAEg/310x430/1629992316.jpeg?s=3a6ddbe20d935cfe36e2c61a2df5289bb2878059,PAYS-BAS,Kid
"Nike jongens schoentjes(veters)18,5 je mag afbieden ",15.0,NIKE,NOIR,19,https://www.vinted.fr/items/533833280-nike-jongens-schoentjesveters185-je-mag-afbieden?referrer=catalog,https://images1.vinted.net/t/01_00cb8_VJVs3F2AsYsKv2qUQyVnK7rY/310x430/1601088969.jpeg?s=d26525243a9dc84dc1da74bf435208b24b69a4fb,"STEKENE, BELGIQUE",Kid
Nike waterschoenen /sandalen ,15.0,NIKE,NOIR,18,https://www.vinted.fr/items/3258881165-nike-waterschoenen-sandalen?referrer=catalog,https://images1.vinted.net/t/02_01a99_EFVrEy3kDQYszXeiwNyBqAS3/310x430/1689839379.jpeg?s=1d3557d1f2522417fbda918b44b487e4d86d3b1c,PAYS-BAS,Kid
Nike dunk low Blue and Black maatje 25,55.0,NIKE,"NOIR, BLEU",25,https://www.vinted.fr/items/3363701808-nike-dunk-low-blue-and-black-maatje-25?referrer=catalog,https://images1.vinted.net/t/01_0034b_sLsacxuKvWJSupgu9TPX7J4a/310x430/1692358135.jpeg?s=a7de054b1f1778f5735483f4185f5cb5056b8904,PAYS-BAS,Kid
Nike air force 1 schoenen,40.0,NIKE,"NOIR, MENTHE",27,https://www.vinted.fr/items/2285982438-nike-air-force-1-schoenen?referrer=catalog,https://images1.vinted.net/t/03_00a8a_mo72Z8C1u3D2zorvw4AeJWVL/310x430/1665165770.jpeg?s=431fcff6970d6aff64b7b69b640accc5cd63dabb,"ANTWERPEN, BELGIQUE",Kid
