Unnamed: 0,Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
68,dunk low panda 42,25.0,NIKE,NOIR,40,https://www.vinted.fr/items/3881701486-dunk-low-panda-42?referrer=catalog,https://images1.vinted.net/t/01_007c9_fg65kgdWZCwH164EwHhZ4dzR/310x430/1702558140.jpeg?s=c35f4158667b6e9ee73f01a163e36f7ddb4658df,"GRAVINA IN PUGLIA, ITALIE",Kid
69,Scarpe dunk bambini ,40.0,NIKE,"NOIR, BLANC",22,https://www.vinted.fr/items/3888812352-scarpe-dunk-bambini?referrer=catalog,https://images1.vinted.net/t/03_00b48_F7bTuae49ovmcYjvf2Yo1mrk/310x430/1702757443.jpeg?s=5f346bcd81f35a33a9725126c848787fede4a054,"MODUGNO, ITALIE",Kid
70,Basket NIKE ,15.0,NIKE,"NOIR, BLANC",23,https://www.vinted.fr/items/3877187577-basket-nike?referrer=catalog,https://images1.vinted.net/t/01_024b4_1J8XrbTcUjQwjBDWFHpjimJL/310x430/1702421722.jpeg?s=3fc717dbe065d3caead3453b5bd2439a877e1b56,"SURVILLIERS, FRANCE",Kid
71,Dunk low grise ,28.0,NIKE,"GRIS, BLANC",29,https://www.vinted.fr/items/3882860409-dunk-low-grise?referrer=catalog,https://images1.vinted.net/t/02_01895_HrafttPDB96Yqm5DK8KJF42Z/310x430/1702578240.jpeg?s=de7f9237a8b97bf91eadc0c3c1fd41e332427478,FRANCE,Kid
72,Nike dunk grey fog low Size 36.5,56.0,NIKE,GRIS,36,https://www.vinted.fr/items/3883211968-nike-dunk-grey-fog-low-size-365?referrer=catalog,https://images1.vinted.net/t/02_01724_mxTi5FapGkJvbdGDkEfair3h/310x430/1702584934.jpeg?s=a1a438a19ce35828f72e8a558579819db91bf29a,"RUEIL-MALMAISON, FRANCE",Kid
73,"""Nike dunk Low Sneakers taille 40 gris blanc """,49.0,NIKE,"GRIS, BLANC",40,https://www.vinted.fr/items/3881815205-nike-dunk-low-sneakers-taille-40-gris-blanc?referrer=catalog,https://images1.vinted.net/t/03_021e4_UjNUg1zH9LTNPPzWXj32pCV6/310x430/1702559986.jpeg?s=ac1670026efc87591a8f0e63de4f2e467416e40b,FRANCE,Kid
74,Nike rose noir,20.0,NIKE,"NOIR, ROSE",35,https://www.vinted.fr/items/3877857945-nike-rose-noir?referrer=catalog,https://images1.vinted.net/t/03_01af2_cGZff1FCBgqcnvCGRfYMURus/310x430/1702463129.jpeg?s=c77d92f82c2fa50cb15153c8649c99b101078012,"PERPIGNAN, FRANCE",Kid
75,Nike Dunk🔥Green Low🔥 White👟 40,45.44,NIKE,"VERT, VERT FONCÉ",40,https://www.vinted.fr/items/3879137159-nike-dunkgreen-low-white-40?referrer=catalog,https://images1.vinted.net/t/01_0176e_Zb4UfTJXGYKdEntExekpBvfq/310x430/1702482044.jpeg?s=32f346b53390c830c26a597f12d56af1ad8bb326,"APELDOORN, PAYS-BAS",Kid
76,dunk low panda bambino tg.35,30.0,NIKE,"NOIR, BLANC",35,https://www.vinted.fr/items/3886887805-dunk-low-panda-bambino-tg35?referrer=catalog,https://images1.vinted.net/t/01_026d3_BLh5Ufxmd7RWqvFctTLL8iUd/310x430/1702723866.jpeg?s=6322afe200f6688f45e7d61f3f3fbed7b57bd51f,"ELMAS, ITALIE",Kid
77,Nike dunk,15.0,NIKE,NOIR,24,https://www.vinted.fr/items/3850955343-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_0072d_ctpgWjSwrycmsxBBfedwPxdv/310x430/1701856164.jpeg?s=75b8f7903c1ee9f7ba36fd642271b0e388e312b4,"CALAIS, FRANCE",Kid
78,Dunk nike ,50.0,NIKE,MULTICOLORE,37,https://www.vinted.fr/items/3868573565-dunk-nike?referrer=catalog,https://images1.vinted.net/t/03_01ea9_gU4u4Nuk49FnpTPDGfiNu1D5/310x430/1702230223.jpeg?s=d0b2b05ce478ea8cdbaac111821c5a9c474e2627,"IVRY-SUR-SEINE, FRANCE",Kid
79,Nike dunk low panda ,30.0,NIKE,,24,https://www.vinted.fr/items/3892047063-nike-dunk-low-panda?referrer=catalog,https://images1.vinted.net/t/03_022bb_ooisEGPXxUy1822A9JKQodjM/310x430/1702840753.jpeg?s=4311e6115e0e8e819e202fd74727efb9761be1a3,,Kid
80,Nike Dunk 👟Low 👟Black And White Panda 39,44.3,NIKE,"NOIR, BLANC",39,https://www.vinted.fr/items/3882258556-nike-dunk-low-black-and-white-panda-39?referrer=catalog,https://images1.vinted.net/t/01_0268c_jGxiTACgvMnoUpYfd817TAjG/310x430/1702567235.jpeg?s=9a164fc9fed37cd6434be4a3bb67098c0dbdf771,PAYS-BAS,Kid
81,Nike dunk low Triple pink 38,52.36,NIKE,ROSE,38,https://www.vinted.fr/items/3875706418-nike-dunk-low-triple-pink-38?referrer=catalog,https://images1.vinted.net/t/02_0242f_6AC7ReLpTXPeB1ft5Wif91fh/310x430/1702395323.jpeg?s=36a83168457b03d6cd97f207e313f06412dd1919,"SAINTE-FOY-LÈS-LYON, FRANCE",Kid
82,Nike dunk Jordan MID pointure 33 rouge et noire,38.0,NIKE,"NOIR, ROUGE",33,https://www.vinted.fr/items/3859148471-nike-dunk-jordan-mid-pointure-33-rouge-et-noire?referrer=catalog,https://images1.vinted.net/t/01_019a5_6PMdH3Cp3eVrwe4yWVS3K6wL/310x430/1702044182.jpeg?s=4e2e43abc7865c58a028e328908d70a9c7c27a70,"NICE, FRANCE",Kid
83,# Nike # vintage # ,15.0,NIKE,MARINE,M,https://www.vinted.fr/items/3205640432-nike-vintage,https://images1.vinted.net/t/01_00ca0_xMJ3oiCjJN5dyvZgqxtoRu5S/310x430/1688465267.jpeg?s=1e3bae27b29c2fe227e8c44d0fbb279a242a6bec,"ORDIZIA, ESPAGNE",Kid
84,Nike dunk low panda portées 2 fois,30.0,NIKE,"NOIR, BLANC",27,https://www.vinted.fr/items/3887307632-nike-dunk-low-panda-portees-2-fois?referrer=catalog,https://images1.vinted.net/t/03_01422_4frxd4yWbics26KMipk679ZT/310x430/1702730417.jpeg?s=90b0c30aa301f3e0026e48147d78f9eb0e6472d2,FRANCE,Kid
85,Nìké Dǔnk🎄Lów🎄White🔥Grey 40,42.52,NIKE,"GRIS, BLANC",40,https://www.vinted.fr/items/3891588962-nike-dunklowwhitegrey-40?referrer=catalog,https://images1.vinted.net/t/01_02080_vFQrd1BrnjGbfCcJMTWAb9Dx/310x430/1702833708.jpeg?s=69bed796718d06fe3d792480bb0df74b0f9bd167,LUXEMBOURG,Kid
86,Dunk vert,30.0,NIKE,VERT,35,https://www.vinted.fr/items/3874887322-dunk-vert?referrer=catalog,https://images1.vinted.net/t/03_01b50_1BoF4pWBrrBrzatVWYaLcZbd/310x430/1702383365.jpeg?s=000d4c659030841724bd2c9a55490d92baf3725f,"SAINT-HILAIRE-D'OZILHAN, FRANCE",Kid
87,Basket Nike Dunk low,55.0,NIKE,"ORANGE, BLEU",31,https://www.vinted.fr/items/3876361496-basket-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_01b7a_Xthzdec7WuvrQxYz3SmZStk1/310x430/1702555742.jpeg?s=6fdc03517b9cbea7b82060e0b5c9517ab22a1e74,ESPAGNE,Kid
88,Nike dunk low enfant taille 39,23.0,NIKE,"GRIS, ROUGE",39,https://www.vinted.fr/items/3885062346-nike-dunk-low-enfant-taille-39?referrer=catalog,https://images1.vinted.net/t/02_00357_bAu6oDcAg4rvBVeVwKuirfGz/310x430/1702652102.jpeg?s=1f7afc1fa86aaa226f89a84835ec2cbd5587c6da,"BORDEAUX, FRANCE",Kid
89,Dunk low bébé bleu et noir ,18.0,NIKE,"NOIR, BLEU",23,https://www.vinted.fr/items/3855599701-dunk-low-bebe-bleu-et-noir?referrer=catalog,https://images1.vinted.net/t/01_00a66_7S2bX6pjNKusQsRxBvajCFg1/310x430/1701956593.jpeg?s=0aaf4cb7555e3421309178e75f377159a8255117,"COURCOURONNES, FRANCE",Kid
90,Nike Dunk Flamingo sneakers EU  38,48.25,NIKE,ROSE,38,https://www.vinted.fr/items/3881378375-nike-dunk-flamingo-sneakers-eu-38?referrer=catalog,https://images1.vinted.net/t/02_000c2_Fwx9gYZCGBGGBTesgJyXrLjA/310x430/1702552627.jpeg?s=79bab09e1a1cdfd984456565f1d9f3aaa4e29f67,FRANCE,Kid
91,Basket Nike Dunk ,30.0,NIKE,"BLANC, BLEU CLAIR",31,https://www.vinted.fr/items/3880948051-basket-nike-dunk?referrer=catalog,https://images1.vinted.net/t/02_0225e_CRLVf5CkdhQj7iFPiba6kfWR/310x430/1702544763.jpeg?s=1b20f4b37ed493354bf4799bd009b6a65fccab1a,FRANCE,Kid
92,Nike Dunk 🔥 Low Panda 🎁 38,39.0,NIKE,NOIR,38,https://www.vinted.fr/items/3884807231-nike-dunk-low-panda-38?referrer=catalog,https://images1.vinted.net/t/01_01477_oW7FqpNY3si5xCWM5AvdyLYF/310x430/1702647592.jpeg?s=6d6cd52e010d8e5f1658d2e0c2a565466c22f02a,LUXEMBOURG,Kid
93,Nike 🔥Dunk Low Green And White 38,46.8,NIKE,BLANC,38,https://www.vinted.fr/items/3881738930-nike-dunk-low-green-and-white-38?referrer=catalog,https://images1.vinted.net/t/01_013fc_BS4PoGp4f4CaXEDK4NASy2QF/310x430/1702558749.jpeg?s=782e5ba79d560289d3779abbba70224c07142e54,"LEIDEN, PAYS-BAS",Kid
94,Nike dunk low Triple pink 38,52.32,NIKE,ROSE,38,https://www.vinted.fr/items/3874079009-nike-dunk-low-triple-pink-38?referrer=catalog,https://images1.vinted.net/t/02_0052a_pKbNtEHYfeFwBDHAHME72dt6/310x430/1702369226.jpeg?s=58c84b33fed1fbbbb7dec197ef77223f875b2cd6,FRANCE,Kid
95,Nike Dunk Grey White taille 38,52.36,NIKE,GRIS,38,https://www.vinted.fr/items/3888579362-nike-dunk-grey-white-taille-38?referrer=catalog,https://images1.vinted.net/t/02_003dd_Zw67U79F6UmNmXotnidsr3r3/310x430/1702751863.jpeg?s=80b2fe05ae41de1900646daf622ca7e10356934e,"SENS, FRANCE",Kid
96,Nike dunk panda,35.0,NIKE,"NOIR, BLANC",19,https://www.vinted.fr/items/3886580820-nike-dunk-panda?referrer=catalog,https://images1.vinted.net/t/01_00fda_P3G1rLEfJvMcFBP2zFXTnWcc/310x430/1702718447.jpeg?s=0b5a5355214390e64c60cfd8d93aef1f81423079,"ISTRES, FRANCE",Kid
97,Basket NIKE dunk low,35.0,NIKE,ROSE,33,https://www.vinted.fr/items/3888617873-basket-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_01763_pYdAocoL7foLALDXHekycSp9/310x430/1702752727.jpeg?s=cea118b423af55e1ce4fcd248caca81969f2fa78,"MARSEILLE 08, FRANCE",Kid
98,Nike dunk high. 36,60.0,NIKE,MULTICOLORE,36,https://www.vinted.fr/items/3876733400-nike-dunk-high-36?referrer=catalog,https://images1.vinted.net/t/03_02280_ohB1VgzfngHNhHP353tszaME/310x430/1702411878.jpeg?s=efda5fd47815a823b4a645f105bcb41913f72351,"ARGELÈS-SUR-MER, FRANCE",Kid
99,Scarpe Nike Dunk Kids,30.0,NIKE,"NOIR, BLANC",22,https://www.vinted.fr/items/3883599064-scarpe-nike-dunk-kids?referrer=catalog,https://images1.vinted.net/t/03_0224a_qFDYNDpEcsr7NNkR1FdQw6JM/310x430/1702595232.jpeg?s=e5f9ac9a2df59b4d782ccc99b6dc4a75d0fa9fd3,"BELLIZZI, ITALIE",Kid
