Unnamed: 0,Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
0,Dunk Low (Apenas um sapato),25.0,NIKE,"BLANC, BEIGE",42.5,https://www.vinted.fr/items/3883478564-dunk-low-apenas-um-sapato?referrer=catalog,https://images1.vinted.net/t/03_01bb9_U1DAbfqNqqZLDEZU8tttzkba/310x430/1702590663.jpeg?s=85dec1ec4c317ba8168acdb544ffba4a85716452,PORTUGAL,Women
1,Dunk low mauve ,50.0,NIKE,"BLANC, LILA",40,https://www.vinted.fr/items/3880336776-dunk-low-mauve?referrer=catalog,https://images1.vinted.net/t/03_01808_FSAfuEfw2UEHjHNx2F8JHDfd/310x430/1702501774.jpeg?s=25c68ee3a9dbc6f3e50a8c5f035dead5f8ddf52e,FRANCE,Women
2,Dunk Low Black White Panda sneakers 39,50.0,NIKE,"NOIR, BLANC",39,https://www.vinted.fr/items/3888062557-dunk-low-black-white-panda-sneakers-39?referrer=catalog,https://images1.vinted.net/t/01_00e4d_Z7QVyRnZgwd5JyyGxE6cbb3P/310x430/1702741924.jpeg?s=b520a7218647ef5e36825a06418b0f6bef7aa22d,FRANCE,Women
3,Nike Dunk Low Triple Pink (GS) 38.5,53.1,NIKE,"BLANC, ROSE",38.5,https://www.vinted.fr/items/3869761967-nike-dunk-low-triple-pink-gs-385?referrer=catalog,https://images1.vinted.net/t/02_0063b_KeXYyRom7HGgYZWzFRmkPsEs/310x430/1702244386.jpeg?s=a46f212061c0cbf6cccf6b0a3552a047001de6e1,FRANCE,Women
4,Nike dunk ,50.0,NIKE,KAKI,37.5,https://www.vinted.fr/items/3882268289-nike-dunk?referrer=catalog,https://images1.vinted.net/t/01_0113b_dDci1qQbH6KsSEooTKXYWw3k/310x430/1702567406.jpeg?s=f86bc029ae4eed7de4ab7cfa6b4f52d04397fb8c,"L'ÎLE-D'OLONNE, FRANCE",Women
5,Dunk beige et blanche ,29.0,NIKE,"GRIS, BEIGE",38.5,https://www.vinted.fr/items/3879270498-dunk-beige-et-blanche?referrer=catalog,https://images1.vinted.net/t/02_00d67_8m1ygFoKDta7CskfA2dW2Aj5/310x430/1702484076.jpeg?s=cb1448d80d0898c556dc4d50598d8690eb8edc91,FRANCE,Women
6, 🏈Dunk Low Medium Olive Eu 38,70.0,NIKE,"BLANC, KAKI",38,https://www.vinted.fr/items/3879997129-dunk-low-medium-olive-eu-38?referrer=catalog,https://images1.vinted.net/t/01_02216_Hdk52vCaDz16ohctagPn4n45/310x430/r1/1702495906.jpeg?s=196decc0f9c6d43208cd19f24783d0fe32640ccd,FRANCE,Women
7,nike dunk low en 34,57.0,NIKE,GRIS,34,https://www.vinted.fr/items/3882397135-nike-dunk-low-en-34?referrer=catalog,https://images1.vinted.net/t/03_018cf_xsoL7wVvG3H266M51Psdc7tf/310x430/1702569743.jpeg?s=a7aaf80357588e6bfe2cab89c7f3cda727852c3e,"CAGNES-SUR-MER, FRANCE",Women
8,"Nike Air Max 95 zapatillas correr sneakers nuevos 
basket Jordan Air force tn uptempo retro dunk

",80.0,NIKE,"NOIR, VERT",38,https://www.vinted.fr/items/3774007371-nike-air-max-95-zapatillas-correr-sneakers-nuevos-basket-jordan-air-force-tn-uptempo-retro-dunk,https://images1.vinted.net/t/02_01e1a_DXaCsJWHFgthG7GpbfqX6Trw/310x430/1700297730.jpeg?s=8faeb99c90d3dc8c75ce34b4acdb8a0ce58dc7a2,"EL CAMPELLO, ESPAGNE",Women
9,Nike Dunk High taille 37.5,50.0,NIKE,BLANC,37.5,https://www.vinted.fr/items/3872012773-nike-dunk-high-taille-375?referrer=catalog,https://images1.vinted.net/t/02_01788_WbVVZnFSFqVeY8GA7FvePWd3/310x430/1702308592.jpeg?s=766c583ed4114d3ef2123474a58d8f793dcfe45d,"ROSNY-SOUS-BOIS, FRANCE",Women
10,Nike Dunk High taille 37.5,50.0,NIKE,BLANC,37.5,https://www.vinted.fr/items/3872012773-nike-dunk-high-taille-375?referrer=catalog,https://images1.vinted.net/t/02_01788_WbVVZnFSFqVeY8GA7FvePWd3/310x430/1702308592.jpeg?s=766c583ed4114d3ef2123474a58d8f793dcfe45d,"ROSNY-SOUS-BOIS, FRANCE",Women
11,Dunk low panda nike,50.0,NIKE,"NOIR, BLANC",38.5,https://www.vinted.fr/items/3881264310-dunk-low-panda-nike?referrer=catalog,https://images1.vinted.net/t/01_007b6_7d2xH4Bb1r4T6bbdzhBBvxy6/310x430/1702550715.jpeg?s=8ac69a8b32f8082ac1ea7424e2abf20e305e0b92,"MAAST-ET-VIOLAINE, FRANCE",Women
12,Nḭkḛ Dūnk Lów Whisper EU 36.5,58.46,NIKE,"BLANC, ABRICOT",36.5,https://www.vinted.fr/items/3888233977-nike-dunk-low-whisper-eu-365?referrer=catalog,https://images1.vinted.net/t/03_00f6e_2CAR5x7ConzfyyNLDTrAWXkq/310x430/1702744956.jpeg?s=d3d38bd272417ba58a31295a960ddf346aea1ead,"PARIS, FRANCE",Women
13,Dunk rose ,50.0,NIKE,"BLANC, ROSE",36.5,https://www.vinted.fr/items/3876877953-dunk-rose?referrer=catalog,https://images1.vinted.net/t/03_00c2c_3YxpEmWLLQWkRVFa8aTdSaSR/310x430/1702414316.jpeg?s=07e992fbdd96c1b1840ee79263a63c1d9b1a72c8,FRANCE,Women
14,Nike dunk low ,50.0,NIKE,NOIR,41,https://www.vinted.fr/items/3883137038-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_00daf_vUfT2qZfFpkzVbzzFdbBNhLh/310x430/1702583544.jpeg?s=876c1ad2ca98495a35ebfc11d251cecc0fb5c5fc,"PARIS, FRANCE",Women
15,dunk panda,60.0,NIKE,"NOIR, BLANC",38,https://www.vinted.fr/items/3882652358-dunk-panda?referrer=catalog,https://images1.vinted.net/t/01_00bee_wTQeWYyn85NwmgLUc2BDCPjQ/310x430/1702574396.jpeg?s=feb1d0af94aab0fa6da5539b2d33531ba7123954,"VILLEURBANNE, FRANCE",Women
16,Dunk low ,30.0,NIKE,"GRIS, BLANC",38.5,https://www.vinted.fr/items/3876221700-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_0161e_tuh64arPyYSGedgPtYL8ryEx/310x430/1702403456.jpeg?s=cb27d8062c0fe067dc44247e3a1bd59b401534f4,FRANCE,Women
17,Nike baskets dunk panda,30.0,NIKE,"VERT, VERT FONCÉ",37.5,https://www.vinted.fr/items/3880288755-nike-baskets-dunk-panda?referrer=catalog,https://images1.vinted.net/t/03_02562_Nb69b936UBxjHiNQKsMdCy2Q/310x430/1702500878.jpeg?s=aabaece456fd237cc4f60c265d05592f653de2e9,"AVION, FRANCE",Women
18,Dunk high,60.0,NIKE,"NOIR, BLANC",37.5,https://www.vinted.fr/items/3883068652-dunk-high?referrer=catalog,https://images1.vinted.net/t/02_02524_2Y2R2N8G2RCW2x9ytcrWtg2w/310x430/1702582243.jpeg?s=919b5315c64838716c993e8286c7084e3d9767e2,FRANCE,Women
19,Dunk low grises ,55.0,NIKE,"GRIS, BLANC",37.5,https://www.vinted.fr/items/3877336100-dunk-low-grises?referrer=catalog,https://images1.vinted.net/t/03_019ca_tvQR8WxWGkQLJzyvfXGKZXZ1/310x430/1702448295.jpeg?s=42d7eadfe57750f3e8d7527f9621236205c051a9,"NICE, FRANCE",Women
20,Dunk low fille garçon ,25.0,NIKE,"BLEU CLAIR, TURQUOISE",35,https://www.vinted.fr/items/3878422993-dunk-low-fille-garcon?referrer=catalog,https://images1.vinted.net/t/01_00601_mNECYkgnQLCfGVt6Qyiqzbm1/310x430/1702471841.jpeg?s=f64f0dfa1ba4be784570785cb36df9df15cb8619,"PONTAULT-COMBAULT, FRANCE",Women
21,Dunk bleu et blanche ,55.0,NIKE,"BLANC, BLEU",37.5,https://www.vinted.fr/items/3881525059-dunk-bleu-et-blanche?referrer=catalog,https://images1.vinted.net/t/02_0135c_ckoqFTybKL89wQYTcCzwhwQb/310x430/1702555175.jpeg?s=a5b66cd9ec9617b7df129be98e1273dc0e6ecb29,"LIVRON-SUR-DRÔME, FRANCE",Women
22,Dunk higt en blanc orange en taille  38.5 ,25.0,NIKE,"BLANC, ORANGE",38.5,https://www.vinted.fr/items/3886956766-dunk-higt-en-blanc-orange-en-taille-385?referrer=catalog,https://images1.vinted.net/t/02_023ce_eCn5kc7wabnDV8vEL3jqFUXg/310x430/1702724929.jpeg?s=936c30736c78823072396353de932f56a1b60128,FRANCE,Women
23,Nike Dunk Low retro n.40,38.0,NIKE,"NOIR, BLANC",40,https://www.vinted.fr/items/3887078025-nike-dunk-low-retro-n40?referrer=catalog,https://images1.vinted.net/t/01_00a50_6Nu4ufWtJ35Fp1r4rBLrN5NK/310x430/1702726821.jpeg?s=69ecfe8b584456add471ed00e90d79920e285bb8,"TAVAGNACCO, ITALIE",Women
24,Nike Dunk Rose ,70.0,NIKE,"ROSE, ROSE",37.5,https://www.vinted.fr/items/3883727891-nike-dunk-rose?referrer=catalog,https://images1.vinted.net/t/02_01a37_q97x9zpRWzmtZGxXstEsw4KJ/310x430/1702622014.jpeg?s=969cfc31fb503c86a65d905ede3a148aa538e23f,"SAINT-JEAN-D'ILLAC, FRANCE",Women
25,Dunk grise et blanche,40.0,NIKE,"GRIS, BLANC",38,https://www.vinted.fr/items/3883402925-dunk-grise-et-blanche?referrer=catalog,https://images1.vinted.net/t/01_00682_CAA6rY2pK8VPK5sDDUwT5cGv/310x430/1702588787.jpeg?s=d26855a05d2415805048eff09e203e6c80117a00,"LILLE, FRANCE",Women
26,Nike Dunk Low Grey fog 37.5,55.0,NIKE,"GRIS, BLANC",37.5,https://www.vinted.fr/items/3886955507-nike-dunk-low-grey-fog-375?referrer=catalog,https://images1.vinted.net/t/02_02177_F2wVAYUQmSy5mKnopYi6y1ts/310x430/1702724910.jpeg?s=96b7e40a06d88794b5348b752a4b908f3185e0cd,LUXEMBOURG,Women
27,Dunk en très bon etat,45.0,NIKE,"BLANC, BLEU",38,https://www.vinted.fr/items/3887349300-dunk-en-tres-bon-etat?referrer=catalog,https://images1.vinted.net/t/01_01927_kxM5hizoiGT1r14MLXBTRJyQ/310x430/1702731051.jpeg?s=5c194e98239604317845f25ff4e1da97835d9ec0,"ARDRES, FRANCE",Women
28,Nike dunk low SE Fleece Green ,140.0,NIKE,"BLANC, VERT",38,https://www.vinted.fr/items/3883747034-nike-dunk-low-se-fleece-green?referrer=catalog,https://images1.vinted.net/t/02_020dd_yfgthLap8GbVmbaQqMrgr3kz/310x430/1702623687.jpeg?s=f0a80db30f33c273550a868df0113bd0984fa7ce,FRANCE,Women
29,Dunk low mauve ,50.0,NIKE,"BLANC, LILA",40,https://www.vinted.fr/items/3880336776-dunk-low-mauve?referrer=catalog,https://images1.vinted.net/t/03_01808_FSAfuEfw2UEHjHNx2F8JHDfd/310x430/1702501774.jpeg?s=25c68ee3a9dbc6f3e50a8c5f035dead5f8ddf52e,FRANCE,Women
30,Nike dunk low ,65.0,NIKE,BLEU,38,https://www.vinted.fr/items/3879416763-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_018f1_f6NpZsUVLjyCBf1mWHM7yf4p/310x430/1702486367.jpeg?s=8aca9fc3e6ca33be7f77c3510288907e84458368,"GERMIGNY-DES-PRÉS, FRANCE",Women
31,Je vends une Dunk taille 36,95.0,NIKE,CRÈME,36,https://www.vinted.fr/items/3882145610-je-vends-une-dunk-taille-36?referrer=catalog,https://images1.vinted.net/t/03_01037_9x2USzFCk4nvhJA8nwxMR8wf/310x430/1702565335.jpeg?s=be557e0aea6eae484f421561fb02b9468e3277ab,"COLOMBES, FRANCE",Women
32,Nike dunk bleu ,55.0,NIKE,"BLANC, BLEU",36,https://www.vinted.fr/items/3883160208-nike-dunk-bleu?referrer=catalog,https://images1.vinted.net/t/01_021b9_EGdFA3uRiX2qbTQNjF6944JL/310x430/1702583978.jpeg?s=632bbd02381d7f09467f3fca0279d77330aa0299,"LA TRINITÉ, FRANCE",Women
33,Dunk low panda nike,90.0,NIKE,"NOIR, BLANC",38.5,https://www.vinted.fr/items/3883809269-dunk-low-panda-nike?referrer=catalog,https://images1.vinted.net/t/01_00e48_hxERLLhkvt1Ud7AzxDAx4mMw/310x430/1702627152.jpeg?s=b5d8246175fb920084d15e0570cd3d961dab458b,ITALIE,Women
34,NIKE Dunk fucsia ,20.0,NIKE,"BLANC, ROSE",38.5,https://www.vinted.fr/items/3878243791-nike-dunk-fucsia?referrer=catalog,https://images1.vinted.net/t/03_0013f_Qh1R2v2j6pWgxndtBjYViu5s/310x430/1702482704.jpeg?s=71e7f4e45b8e4db0cdc66eb456270d14c7e089ae,"SALVATERRA, ITALIE",Women
35,Nike Dunk,80.0,NIKE,"BLANC, ROSE",37.5,https://www.vinted.fr/items/3883558284-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_0102b_BaAZYqNRqmmvvQHMRFfKUmEy/310x430/1702593294.jpeg?s=0a8f79246d0c50f12064820b2703359526eb4107,FRANCE,Women
36,Dunk orange neuff ,75.0,NIKE,ORANGE,39,https://www.vinted.fr/items/3876274761-dunk-orange-neuff?referrer=catalog,https://images1.vinted.net/t/01_00466_5hBKRJwaDCxN8Yxbg2iZvzNW/310x430/1702404298.jpeg?s=0b87768a976259ea896b3243bfdb2c0fcf8552cb,"SAINT-DENIS, FRANCE",Women
37,rosa nike dunks 38🎅,53.0,NIKE,"BLANC, ABRICOT",38,https://www.vinted.fr/items/3888943305-rosa-nike-dunks-38?referrer=catalog,https://images1.vinted.net/t/02_00ff5_rUUwWpUY5NdrsAJECk8r6a11/310x430/1702761055.jpeg?s=5a4f375766bf710bdd8cf59de07ccd68f97aafeb,"SAINTE-ANASTASIE-SUR-ISSOLE, FRANCE",Women
38,dunk low grey fog🦌,67.0,NIKE,"GRIS, BLANC",42.5,https://www.vinted.fr/items/3878934503-dunk-low-grey-fog?referrer=catalog,https://images1.vinted.net/t/02_01eec_rvBHnRCRnP6nRob9B5gPXegz/310x430/1702479064.jpeg?s=f6f503825359100d0d8b89c3ed42388c2139532d,FRANCE,Women
39,Nike Dunk low argent taille 42,94.0,NIKE,"GRIS, ARGENTÉ",42,https://www.vinted.fr/items/3882938704-nike-dunk-low-argent-taille-42?referrer=catalog,https://images1.vinted.net/t/01_00798_LLyHX99jsBJFeKAsCvsqmWf2/310x430/1702579730.jpeg?s=2dadb0574152178016b26900805cd16b03ecf75a,"ORVAULT, FRANCE",Women
40,🔥baskets Nike 🔥,24.9,NIKE,"BLANC, BEIGE",38,https://www.vinted.fr/items/3883021591-baskets-nike?referrer=catalog,https://images1.vinted.net/t/01_0076c_5SL5KxZJ2xEEiWUMFcHn6znC/310x430/1702581343.jpeg?s=d15b2234dd41cb7d33de4841f46e28410aa29238,FRANCE,Women
41,Nike dunk low ,80.0,NIKE,"ROSE, ROSE",38,https://www.vinted.fr/items/3883265047-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_01ca9_pBnnRhpptpkTm4FWd8Nr2jZu/310x430/1702586005.jpeg?s=409d8b488abe7f29cb57898971af39a22736d769,FRANCE,Women
42,Nike dunk low,80.0,NIKE,MULTICOLORE,38,https://www.vinted.fr/items/3881932340-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_00733_ZWQBxg99hgjdiWMEqk29xqB6/310x430/1702561883.jpeg?s=67e8921970dad1304c8e3b13118904ed3b13e721,"SÉRIFONTAINE, FRANCE",Women
43,Dunk low premium light orewood brown,92.0,NIKE,"BLANC, BEIGE",37.5,https://www.vinted.fr/items/3882045186-dunk-low-premium-light-orewood-brown?referrer=catalog,https://images1.vinted.net/t/03_00438_BfLikrkeGfqAgYy2May6x379/310x430/1702563709.jpeg?s=058d5380cf42513d4787a643afa2a855cfb0353f,"MADRID, ESPAGNE",Women
44,"Nike Dunk Low (ivory hyper royal) (36,5)",70.0,NIKE,"BLANC, BLEU",36.5,https://www.vinted.fr/items/3876814014-nike-dunk-low-ivory-hyper-royal-365?referrer=catalog,https://images1.vinted.net/t/02_0174b_ncVqqHNrzEC2b7vyi7P2e1Bz/310x430/1702413220.jpeg?s=0968ec3a59b284ee9f7692ddf955d0ec048fa629,"ARLES, FRANCE",Women
45,Nike Dunk Active Fuchsia Pink White Low EU 38,51.0,NIKE,ROSE,38,https://www.vinted.fr/items/3887388928-nike-dunk-active-fuchsia-pink-white-low-eu-38?referrer=catalog,https://images1.vinted.net/t/01_00601_MNhTkdr48NAa9m9VxVCfSXn4/310x430/1702731648.jpeg?s=e26014e65af08ed861c7ffeeed747781e1d2fe7b,"PARIS, FRANCE",Women
46,Nike Dunk High 39 beige / noir ,50.0,NIKE,"NOIR, BEIGE",39,https://www.vinted.fr/items/3883357976-nike-dunk-high-39-beige-noir?referrer=catalog,https://images1.vinted.net/t/01_010a6_Hzj2XorAdehDf8D7UpPZUQ5r/310x430/1702587808.jpeg?s=530977652531338486b5ec1ed46de5a83060677c,FRANCE,Women
47,Nike air Jordan dunk,60.0,NIKE,BLEU,36.5,https://www.vinted.fr/items/3878495391-nike-air-jordan-dunk?referrer=catalog,https://images1.vinted.net/t/03_025f0_2N2rAyeu4GDKo9B3eVfrPHw5/310x430/1702472930.jpeg?s=246165cf231615db5d53edeb8c276059a72df35e,FRANCE,Women
48,Nike Dunk Low Surfaces In Brown And Sail 37.5,82.36,NIKE,"BLANC, MARRON",37.5,https://www.vinted.fr/items/3882863509-nike-dunk-low-surfaces-in-brown-and-sail-375?referrer=catalog,https://images1.vinted.net/t/02_0109d_PLBWemRx39bT7AKfQNGwGXDK/310x430/1702578299.jpeg?s=0ddd75269fe547f5b193c57f77a5ac55f251284e,"COINCY, FRANCE",Women
49,dunk low,5.0,NIKE,"BLANC, ROUGE",36.5,https://www.vinted.fr/items/3775343147-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_01d04_8P1JeNMQsjqVbdXzYUrjfVjq/310x430/1700312218.jpeg?s=99d344e6c14c1d0aa9d0a21799838c6c9ab30864,"BUSIGNY, FRANCE",Women
50,Nik Dunk low Gs Pink 36.5,69.0,NIKE,ROSE,36.5,https://www.vinted.fr/items/3878578119-nik-dunk-low-gs-pink-365?referrer=catalog,https://images1.vinted.net/t/01_00d5b_G42XhmBPyJnJjEudMjreB3NC/310x430/1702474076.jpeg?s=c66cda1879ed23ac4ca30ea252df168ef75ac70b,"AMBÉRIEUX-EN-DOMBES, FRANCE",Women
51,Dunk .,95.0,NIKE,MARRON,37.5,https://www.vinted.fr/items/3872349572-dunk?referrer=catalog,https://images1.vinted.net/t/02_00c11_B1vzddSfVR1REoejzJS1JjUr/310x430/1702313501.jpeg?s=80ae01ae6c6376c0a552d451fa8a36338375ad19,FRANCE,Women
52,Nike dunk rose 38 ,40.0,NIKE,"BEIGE, ROSE",39,https://www.vinted.fr/items/3887177485-nike-dunk-rose-38?referrer=catalog,https://images1.vinted.net/t/01_01327_VdJ9dkw5o8NSQEYAuR4XUxPr/310x430/1702728394.jpeg?s=d22806cc399221d9c7bfcb7603af0deeefd2ad68,"CHELLES, FRANCE",Women
53,Nike dunk,55.0,NIKE,"BLANC, ORANGE",43,https://www.vinted.fr/items/3882146025-nike-dunk?referrer=catalog,https://images1.vinted.net/t/02_014fb_cf6FTH4ZAnWbEccVBsZAtkr4/310x430/1702565341.jpeg?s=23a0d985cfd275bd85e74b7cf455193e80115a15,"PARIS, FRANCE",Women
54,Nike dunk ,80.0,NIKE,"ROSE, ROSE",37.5,https://www.vinted.fr/items/3882281314-nike-dunk?referrer=catalog,https://images1.vinted.net/t/02_01aaa_88e9FcS9EdfropVfLfTQmSJx/310x430/1702567637.jpeg?s=f1ea3e559a2ccb8000bc3c382aab69232f23e925,"CLERMONT-FERRAND, FRANCE",Women
55,Nike air Jordan dunk,60.0,NIKE,"ORANGE, ROSE",38,https://www.vinted.fr/items/3878489789-nike-air-jordan-dunk?referrer=catalog,https://images1.vinted.net/t/02_0106d_sj32sGiJeYBrzcCHjCb3Waox/310x430/1702472807.jpeg?s=c632255beb37b06ceb80cba528d22d0f1f3117d6,FRANCE,Women
56, 🏈Dunk Low Medium Olive Eu 38,70.0,NIKE,"BLANC, KAKI",38,https://www.vinted.fr/items/3879997129-dunk-low-medium-olive-eu-38?referrer=catalog,https://images1.vinted.net/t/01_02216_Hdk52vCaDz16ohctagPn4n45/310x430/r1/1702495906.jpeg?s=196decc0f9c6d43208cd19f24783d0fe32640ccd,FRANCE,Women
57,Baskets Nike dunk grey fog low Size 36,60.0,NIKE,GRIS,36,https://www.vinted.fr/items/3887997525-baskets-nike-dunk-grey-fog-low-size-36?referrer=catalog,https://images1.vinted.net/t/01_00b7e_G3oek19yE9KbV5taz64t8be1/310x430/1702740838.jpeg?s=93ed7da92df9635aa379b4cd85ea077680ea2853,"LYON, FRANCE",Women
58,Dunk low triple pink ,125.0,NIKE,"ROSE, ROSE",38.5,https://www.vinted.fr/items/3880580813-dunk-low-triple-pink?referrer=catalog,https://images1.vinted.net/t/03_021d1_v78arsuaGLvdaLgwf2uaavNz/310x430/1702508454.jpeg?s=1f42df88540490b44088ecbdaca9100d27143896,"PARIS, FRANCE",Women
59,Nike Eur 38.5 Dunk Grey  Varsity Green low,56.6,NIKE,VERT,38.5,https://www.vinted.fr/items/3888834212-nike-eur-385-dunk-grey-varsity-green-low?referrer=catalog,https://images1.vinted.net/t/01_01e7e_jPK6yME48qqd5GrStYYp1nHU/310x430/1702758007.jpeg?s=181bb87ea1f6600cbf5330eb92fa5364ed4b16be,"TIEL, PAYS-BAS",Women
60,Nike dunk high Moon Fossil - Taille 38,65.0,NIKE,"NOIR, MARRON",38,https://www.vinted.fr/items/3883746977-nike-dunk-high-moon-fossil-taille-38?referrer=catalog,https://images1.vinted.net/t/03_01d88_A7FyMReq9CgGbrrnFvwJu8mC/310x430/1702623683.jpeg?s=9c284e7032ca40fde133e56656b945083dfcdca5,FRANCE,Women
61,Nike dunk low,70.0,NIKE,JAUNE,36,https://www.vinted.fr/items/3883862486-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_015fe_veDMGZNWixAdT8skLxRvgziq/310x430/1702629044.jpeg?s=c80c8c3d799f912e1b65aba6eac98db9a4546b5e,"LILLE, FRANCE",Women
62,Nike dunk ,60.0,NIKE,VERT FONCÉ,37.5,https://www.vinted.fr/items/3884536137-nike-dunk?referrer=catalog,https://images1.vinted.net/t/01_00678_E4GcwinW1wE87F5yqMQaJh5U/310x430/1702642736.jpeg?s=13c02dd6ea15336a7eabca4173a5d7d9a282d956,"PARIS, FRANCE",Women
63,dunk metallic silver ,260.0,NIKE,"BLANC, ARGENTÉ",38,https://www.vinted.fr/items/3876849592-dunk-metallic-silver?referrer=catalog,https://images1.vinted.net/t/03_0220c_tCh7V2RPwho8U2epyWbcicno/310x430/1702413828.jpeg?s=d20f1c575a3cf4a0ff26e0712468889085125649,"CARENTOIR, FRANCE",Women
64,Nike dunk low ,65.0,NIKE,"NOIR, BLANC",36,https://www.vinted.fr/items/3883197582-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_00da3_1KJkXdEnN3kHnvDYn6zr4f6b/310x430/1702584668.jpeg?s=e065e8fb46dcfdc21212521f74fc271c6a54bd13,"LA TRINITÉ, FRANCE",Women
65,Nike dunk low ,65.0,NIKE,"NOIR, BLANC",36,https://www.vinted.fr/items/3883197582-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_00da3_1KJkXdEnN3kHnvDYn6zr4f6b/310x430/1702584668.jpeg?s=e065e8fb46dcfdc21212521f74fc271c6a54bd13,"LA TRINITÉ, FRANCE",Women
66,Nike Dunk low,70.0,NIKE,KAKI,38,https://www.vinted.fr/items/3879818000-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_0249a_i8BAPxcQLLn8A61p9aNmxtuM/310x430/1702492898.jpeg?s=e7a1eabcc3bb72713179db7e6492918b4eb0460a,"ANGERS, FRANCE",Women
67,Nike  dunk,60.0,NIKE,TURQUOISE,37.5,https://www.vinted.fr/items/3882513087-nike-dunk?referrer=catalog,https://images1.vinted.net/t/01_01651_4pVoJAoQuzsqjCuoz9gQBQqd/310x430/1702571871.jpeg?s=b3602f280ee78590db870b8fa8d56527c3464a18,"CHÂTEAUNEUF-LES-MARTIGUES, FRANCE",Women
68,nike dunk high ,45.0,NIKE,CORAIL,36,https://www.vinted.fr/items/3876499718-nike-dunk-high?referrer=catalog,https://images1.vinted.net/t/01_00cc7_h2T732UemTQAbUvmFhBA3DGp/310x430/1702408283.jpeg?s=fc3a244e73e4859f61e681729ab83adb9c157257,"GONESSE, FRANCE",Women
69,Nike Dunk femme pointure 40.5 neuf authentique ,80.0,NIKE,"ABRICOT, MARRON",40.5,https://www.vinted.fr/items/3882610512-nike-dunk-femme-pointure-405-neuf-authentique?referrer=catalog,https://images1.vinted.net/t/03_01221_GxyxKp5gWQYgBnYFzr4x4jSV/310x430/1702573636.jpeg?s=405ce3756368c7d45b08db122964c528478e0ef1,"TOURCOING, FRANCE",Women
70,Nike Dunk Low Nature ,80.0,NIKE,NOIR,38.5,https://www.vinted.fr/items/3878602257-nike-dunk-low-nature?referrer=catalog,https://images1.vinted.net/t/01_004c9_dECKXTdxqr8BDWrpqkG5Cb6o/310x430/1702474419.jpeg?s=fb567ced53fa686eae23cc0efdfa9e4010bb603f,"MONTIVILLIERS, FRANCE",Women
71,Nike dunk ,11.0,NIKE,GRIS,42,https://www.vinted.fr/items/3881865910-nike-dunk?referrer=catalog,https://images1.vinted.net/t/02_01869_3tPWbNVrHCYKUu8HSuMuyc4a/310x430/1702560808.jpeg?s=ecfaa0c7ccf75aa6adb638fa4abd100b950b3871,"ROMA, ITALIE",Women
72,Nike Dunk  Orange Syracuse Low 37.5 EU,53.8,NIKE,ORANGE,37.5,https://www.vinted.fr/items/3888852484-nike-dunk-orange-syracuse-low-375-eu?referrer=catalog,https://images1.vinted.net/t/01_01c98_QQgsGaQdMEeX73AwZJXzSkLe/310x430/1702758496.jpeg?s=ce15b4f75c196c53de2d84dfebb9d8eccd2d24dc,"LE MANS, FRANCE",Women
73,Dunk low,40.0,NIKE,"GRIS, ROUGE",38,https://www.vinted.fr/items/3882497473-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_0123c_MXJBJPio5JXJwfSQpxEtgP3z/310x430/1702571591.jpeg?s=ef855f18d95148c25cb1c59d7c9828d8a2d503f3,"CANOHÈS, FRANCE",Women
74,Nike dunk low maat 37.5,25.0,NIKE,"NOIR, BLANC",37.5,https://www.vinted.fr/items/3887831102-nike-dunk-low-maat-375?referrer=catalog,https://images1.vinted.net/t/01_017ef_G5R7PRTcSXyzaKiT2NPS5Vm9/310x430/1702738185.jpeg?s=6bb3b8dc492514bf698daf8bf40dffde456a1dac,"ZOETERMEER, PAYS-BAS",Women
75,dūnk low Triple Pink 39,54.26,NIKE,ROSE,39,https://www.vinted.fr/items/3888774910-dunk-low-triple-pink-39?referrer=catalog,https://images1.vinted.net/t/02_007e4_6wYvSYDncniJT6R6Atk1bumG/310x430/1702756511.jpeg?s=699ed1dbf48053af39d38c6265b6a1d69150e9c3,"NANTERRE, FRANCE",Women
76,Nike Dunk Black And White Panda 39,62.3,NIKE,"NOIR, BLANC",39,https://www.vinted.fr/items/3887587335-nike-dunk-black-and-white-panda-39?referrer=catalog,https://images1.vinted.net/t/02_01cf2_cCoh3TwqskmwsjjM3fqvCQ8J/310x430/1702734567.jpeg?s=094d77087f3a10bc5d2edbd98770250df8da7725,FRANCE,Women
