Unnamed: 0,Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
170,Nike Dunk SB Low Retro Valerian Blue EU 40,59.68,NIKE,BLEU,40,https://www.vinted.fr/items/3887940951-nike-dunk-sb-low-retro-valerian-blue-eu-40?referrer=catalog,https://images1.vinted.net/t/01_0136b_T9NEERgxnjdZMJuzMd4jhsbj/310x430/1702739917.jpeg?s=c42a333f03418a601202e294ce50abeb4d89804e,"MADRID, ESPAGNE",Men
171,Nike Dunk blue ,40.0,NIKE,"BLEU CLAIR, BLEU",44,https://www.vinted.fr/items/3887820556-nike-dunk-blue?referrer=catalog,https://images1.vinted.net/t/02_01223_VA9VgL3czihW9rqNqyqBQvTV/310x430/1702738025.jpeg?s=3bdbb33a88d2f642c0b17bec3f44f660c92ed23f,"HAUBOURDIN, FRANCE",Men
172,Dunk low panda ,59.0,NIKE,"NOIR, BLANC",41,https://www.vinted.fr/items/3880535770-dunk-low-panda?referrer=catalog,https://images1.vinted.net/t/02_005d6_G6PVh2dRnJ4pkC5mnHYU65hP/310x430/1702550754.jpeg?s=7508a79c9353dff79616bd4f56679ea9e4ecc3fa,"MEUDON, FRANCE",Men
173,Nike dunk low,79.0,NIKE,"NOIR, BLEU","40,5",https://www.vinted.fr/items/3889588401-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_00f95_3y6zi9etnPKoPoy7ruG2VUyd/310x430/1702807145.jpeg?s=1a0866dca05122f9e32e5c958f9533d45cb008fb,"ASNIÈRES-SUR-SEINE, FRANCE",Men
174,Nike dunk low eBay,160.0,NIKE,"BLANC, MULTICOLORE","42,5",https://www.vinted.fr/items/3880890652-nike-dunk-low-ebay?referrer=catalog,https://images1.vinted.net/t/02_00847_XmW5PnSvgwVyxZXkH4rRWxN3/310x430/1702543310.jpeg?s=07eb466c3d1135c671ac45fcaa54ea6e9281511a,"ORVAULT, FRANCE",Men
175,Nike Dunk sb iso gum purple ,154.99,NIKE,VIOLET,"44,5",https://www.vinted.fr/items/3890656215-nike-dunk-sb-iso-gum-purple?referrer=catalog,https://images1.vinted.net/t/02_00bbe_wMXdys4m3LgLtEB1NnWUsWGG/310x430/1702821328.jpeg?s=89fa7b04cd1c7ec82f7f365a4a310468ee24e54f,FRANCE,Men
176,Nike dunk low Panda,60.0,NIKE,NOIR,42,https://www.vinted.fr/items/3891750538-nike-dunk-low-panda?referrer=catalog,https://images1.vinted.net/t/01_00860_yxtayLUPQX95euccRDCaHzAR/310x430/1702836053.jpeg?s=3c928ce9dccd19db4f3a889abdb84f33feeaee6d,"MESTRINO, ITALIE",Men
177,dưnk low medium curry 42,78.0,NIKE,"BLANC, BEIGE",42,https://www.vinted.fr/items/3889475209-dunk-low-medium-curry-42?referrer=catalog,https://images1.vinted.net/t/02_019c8_EUras9doXmyTee1LZXZZUpgX/310x430/1702805183.jpeg?s=1536de862d92ee49616b72814eb62bd401d9c4d2,"SALON-DE-PROVENCE, FRANCE",Men
178,Zapatillas Nike Dunk low ,85.0,NIKE,"BEIGE, MARRON",40,https://www.vinted.fr/items/3887111849-zapatillas-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_010f7_7pUQjSPi28AtCWhQCqxAg8YS/310x430/1702727353.jpeg?s=e8e706c10e2834d747664921ac9a96a3f1ae3a2b,"MADRID, ESPAGNE",Men
179,Nike dunk ,70.0,NIKE,NOIR,45,https://www.vinted.fr/items/3886482601-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_003ef_xLGSZQzhniKF9djSoVG8eSLQ/310x430/1702715929.jpeg?s=52f3d02abaeb33661d15675702f2980ebe38a450,"VILLIÉ-MORGON, FRANCE",Men
180,Nike Sportswear dunk low,95.0,NIKE,"NOIR, BLANC",41,https://www.vinted.fr/items/3891833924-nike-sportswear-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_002bd_u4i4UYfXpVfywPn3X3pfEN5J/310x430/1702837309.jpeg?s=a8587c35c0f6810e309ecc499e5ac137c86372c5,"MADRID, ESPAGNE",Men
181,Nike dunk low,50.0,NIKE,"NOIR, BLEU",40,https://www.vinted.fr/items/3876243345-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_0196d_pCUN9bKqsbCGip1AenmpnauV/310x430/1702403800.jpeg?s=a0a2a0d811f899216eb5bf0a17d4af56ccce2ebc,"DOMMARTIN-LÈS-REMIREMONT, FRANCE",Men
182,Dunk low,100.0,NIKE,GRIS,44,https://www.vinted.fr/items/3876663662-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_01860_ZtSg8jaAqsa1cL88jiyPSWWT/310x430/1702410730.jpeg?s=acb23378b057ae87431a633a021c89e08a6dae03,"PARIS, FRANCE",Men
183,Nike dunk low coconut milk,65.0,NIKE,"BLANC, JAUNE",41,https://www.vinted.fr/items/3874558225-nike-dunk-low-coconut-milk,https://images1.vinted.net/t/03_009f5_hUCJRaPA1E4MHHdoCcZvUQRd/310x430/1702378276.jpeg?s=34fec982c09ac9d3526936ff93fa529283393cd5,FRANCE,Men
184,Nḭkḛ Dūnk Lów Valerian Blue EU 40,58.66,NIKE,GRIS,40,https://www.vinted.fr/items/3890746828-nike-dunk-low-valerian-blue-eu-40?referrer=catalog,https://images1.vinted.net/t/01_01a40_99HQyTcQNsQwHQ6rqvMHYDpQ/310x430/1702822450.jpeg?s=080e7b23a169c22fc2c2305bdc94cf438f56bee0,"MADRID, ESPAGNE",Men
185,Dunk low ,65.0,NIKE,"NOIR, BLANC","44,5",https://www.vinted.fr/items/3891745168-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_020f4_Jx2E1SsJL82gkLX6SmAaaqRw/310x430/1702835974.jpeg?s=72d6c2284deaaadfce710a04036dd69730d65afc,"ROMA, ITALIE",Men
186,Nike Dunk High Chocolate ,50.0,NIKE,"BLANC, MARRON","42,5",https://www.vinted.fr/items/3889991847-nike-dunk-high-chocolate?referrer=catalog,https://images1.vinted.net/t/02_01ef2_dXmD1urQTrCUcutoR1gPMP9r/310x430/1702812701.jpeg?s=79d72106302bede6fa73cfbea402748192d8cf83,"PADOVA, ITALIE",Men
187,Nike dunk low SB powerpuffs,320.0,NIKE,ROSE,44,https://www.vinted.fr/items/3882999070-nike-dunk-low-sb-powerpuffs?referrer=catalog,https://images1.vinted.net/t/03_0102e_3NmuQueUEkj2dimpComXwqwX/310x430/1702580905.jpeg?s=96eca6845e2b6c19d03cad7bcbcc21f36165294b,"PUBLIER, FRANCE",Men
188, Nike SB Dunk Low The Powerpuff Girls Bubbles,250.0,NIKE,ROSE,41,https://www.vinted.fr/items/3885975281-nike-sb-dunk-low-the-powerpuff-girls-bubbles?referrer=catalog,https://images1.vinted.net/t/01_011a0_iT9n3spDkxi16sC2dDvTAJHu/310x430/1702672407.jpeg?s=314b8859d6b4a33552d9e3b3399efe9199ab8dc1,"PARIS 14, FRANCE",Men
189,Zapatillas  Nike Dunk High talle 40.5,49.99,NIKE,CORAIL,"40,5",https://www.vinted.fr/items/3891601494-zapatillas-nike-dunk-high-talle-405?referrer=catalog,https://images1.vinted.net/t/03_00907_MMozuYnSDT1GBtrXqxWhDWDh/310x430/1702833889.jpeg?s=cddc71d562ae589fa2e47b68f905f56ada8b3c6b,"A CORUÑA, ESPAGNE",Men
190,Dunk low Corail,75.0,NIKE,"ABRICOT, ROSE",41,https://www.vinted.fr/items/3882642034-dunk-low-corail?referrer=catalog,https://images1.vinted.net/t/02_01991_dKbtYzZVhv2PXYALoswD9RRE/310x430/1702574212.jpeg?s=3706b016f6991ec64f051024e4199b8b67518c86,"CREUTZWALD, FRANCE",Men
191,Zapatillas Nike Dunk Low Retro,55.0,NIKE,"NOIR, BLANC","42,5",https://www.vinted.fr/items/3856796710-zapatillas-nike-dunk-low-retro?referrer=catalog,https://images1.vinted.net/t/01_0248b_Qm648n7wKAAXmFpJErqAeDpU/310x430/1701975186.jpeg?s=6783353eab6fb5fbed1f816cd0c169b52f0018c9,"ELX/ELCHE, ESPAGNE",Men
192,Dunk low 3D swoosh,70.0,NIKE,"BLANC, MULTICOLORE",42,https://www.vinted.fr/items/3883541790-dunk-low-3d-swoosh?referrer=catalog,https://images1.vinted.net/t/01_002dc_nLbhk8Hz8s5Pt9C11RweWbNN/310x430/1702592668.jpeg?s=74f242c3d6ef2ce15f71f99fe1e977ac9f782840,"URCUIT, FRANCE",Men
193,Scarpe non autentiche (Nike Dunk),30.0,NIKE,"BLANC, VERT FONCÉ",39,https://www.vinted.fr/items/3890538442-scarpe-non-autentiche-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_024e5_CqmikeYAqWyFyX9J4dWv8Wt5/310x430/1702819852.jpeg?s=c14be81cb454934b19a949ab0d68730029275f52,"BAGNO A RIPOLI, ITALIE",Men
194,Baskets Nike Dunk Low Retro  panda ,60.0,NIKE,"NOIR, BLANC",42,https://www.vinted.fr/items/3887829558-baskets-nike-dunk-low-retro-panda?referrer=catalog,https://images1.vinted.net/t/01_0241c_jGrBz946VSUCyRCuyhWhyoGm/310x430/1702738161.jpeg?s=e62979fc7b6170689aa4b57c6f037fc206e5a0f1,"SAINT-VIAUD, FRANCE",Men
195,Nike Dunk Low Coast Blue    41,53.0,NIKE,BLEU,41,https://www.vinted.fr/items/3890685329-nike-dunk-low-coast-blue-41?referrer=catalog,https://images1.vinted.net/t/03_0046d_rpsL9W94cZ2b18CTLLgyqQ9H/310x430/1702821687.jpeg?s=b1ee18d89827d15c7a285cecbf66cf533eb74f00,"RILLIEUX-LA-PAPE, FRANCE",Men
196,Dunk High cinza / branco ,60.0,NIKE,"GRIS, BLANC",44,https://www.vinted.fr/items/3885875500-dunk-high-cinza-branco?referrer=catalog,https://images1.vinted.net/t/02_00ecc_qzrp3q63zF8JQDFKEARLruUr/310x430/1702669868.jpeg?s=81635498692a3800fceddb4903af0047cf2d60a6,"SETÚBAL, PORTUGAL",Men
197,Nike SB Dunk Low Yuto Horigome,209.9,NIKE,"GRIS, BLANC","42,5",https://www.vinted.fr/items/3881141286-nike-sb-dunk-low-yuto-horigome?referrer=catalog,https://images1.vinted.net/t/01_0238f_UKYXavXRTddbVSxasRPK9cm3/310x430/1702548599.jpeg?s=22c604dd227f42a0c092aadf58a8fe2682e15f7d,FRANCE,Men
198,Nike Survêtement Running Multicore Homme Tokyo,60.0,NIKE,"NOIR, MULTICOLORE",S,https://www.vinted.fr/items/3888194663-nike-survetement-running-multicore-homme-tokyo?referrer=catalog,https://images1.vinted.net/t/03_018e3_rNoeV1Vq6M8Xm7KXeYa4nyAx/310x430/1702744237.jpeg?s=db065337f9f207c36df1d4bde9eca91a0692e365,FRANCE,Men
199,Nike Dunk Low Retro - Oil Green ‘23 ,170.0,NIKE,"VERT, KAKI",46,https://www.vinted.fr/items/3891827165-nike-dunk-low-retro-oil-green-23?referrer=catalog,https://images1.vinted.net/t/03_00824_tpLWVMYQn1yeYV5WtXSTQL7R/310x430/1702837207.jpeg?s=53158547f87af0b7dc3cb49fe9bc52b331a35c09,PAYS-BAS,Men
200,Nike Survêtement Running Multicore Homme Tokyo,60.0,NIKE,"NOIR, MULTICOLORE",S,https://www.vinted.fr/items/3888194663-nike-survetement-running-multicore-homme-tokyo?referrer=catalog,https://images1.vinted.net/t/03_018e3_rNoeV1Vq6M8Xm7KXeYa4nyAx/310x430/1702744237.jpeg?s=db065337f9f207c36df1d4bde9eca91a0692e365,FRANCE,Men
201,Nike Dunk Low Retro - Oil Green ‘23 ,170.0,NIKE,"VERT, KAKI",46,https://www.vinted.fr/items/3891827165-nike-dunk-low-retro-oil-green-23?referrer=catalog,https://images1.vinted.net/t/03_00824_tpLWVMYQn1yeYV5WtXSTQL7R/310x430/1702837207.jpeg?s=53158547f87af0b7dc3cb49fe9bc52b331a35c09,PAYS-BAS,Men
202,Nike sb dunk sandy bodecker ebay,150.0,NIKE,MULTICOLORE,42,https://www.vinted.fr/items/3891302458-nike-sb-dunk-sandy-bodecker-ebay?referrer=catalog,https://images1.vinted.net/t/02_0201b_V5fjuRid8t8rotFkRaffq3YY/310x430/1702829614.jpeg?s=ed9f01634184844a3206ba03a72bed1d62770cef,"DRAGUIGNAN, FRANCE",Men
203,Nike Dunk Low ,100.0,NIKE,"ROSE, BLEU CLAIR",41,https://www.vinted.fr/items/3884482146-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_0120b_tNcrpyHzzP5TWWWMXXmpBLKa/310x430/1702641725.jpeg?s=45ce93b3c7acf8802d8b33a0abd442b7979715ca,BELGIQUE,Men
204,Nike dunk low ,65.0,NIKE,"BLANC, BORDEAUX",43,https://www.vinted.fr/items/3889925362-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_024ba_GqCKJzkZA32vPRTK5bS8okQN/310x430/1702811828.jpeg?s=b6933f4dc876aa7534e69a81589ec89b89a2821a,"SAINT-PRIEST, FRANCE",Men
205,dưnk low medium curry 43,78.0,NIKE,BEIGE,43,https://www.vinted.fr/items/3889449005-dunk-low-medium-curry-43?referrer=catalog,https://images1.vinted.net/t/02_008c0_MAnunDLSXAPPBr9m9JVFjPxV/310x430/1702804649.jpeg?s=5bb7705c00fe6a046919982fa413e57c511f39a4,"LONRAI, FRANCE",Men
206,Nike Dunk low Panda,85.0,NIKE,"NOIR, BLANC",41,https://www.vinted.fr/items/3883931381-nike-dunk-low-panda?referrer=catalog,https://images1.vinted.net/t/01_0086c_qDTwSc5Qe8RfXemFxXuf7AyH/310x430/1702630977.jpeg?s=50259a52da9fc330df01b836cc98efd54446c1f5,"MARSEILLE, FRANCE",Men
207,dunk low michigan state 46,55.0,NIKE,"BLANC, VERT FONCÉ",46,https://www.vinted.fr/items/3888789721-dunk-low-michigan-state-46?referrer=catalog,https://images1.vinted.net/t/01_01665_5q3JdGxYJ9wruXFhtLXUD6C5/310x430/1702756881.jpeg?s=d839ded8bc6d8efdaec14fecd832d02aa765189b,"RILLIEUX-LA-PAPE, FRANCE",Men
208,Sweat Nike Vintage 90’s Big Logo bordado,35.0,NIKE,GRIS,L,https://www.vinted.fr/items/3853104635-sweat-nike-vintage-90s-big-logo-bordado,https://images1.vinted.net/t/02_006db_51TuiPoWMka54tbzw6UnueZs/310x430/1702057028.jpeg?s=a9514bfa9380b58d124a98c3c00d041d8ba05385,"VALENCIA, ESPAGNE",Men
209,Dunk Jumbo,110.0,NIKE,"NOIR, BLANC",42,https://www.vinted.fr/items/3881452909-dunk-jumbo?referrer=catalog,https://images1.vinted.net/t/01_0136e_6z4FyuF9UmRreYcb4xJ2ku5h/310x430/1702553931.jpeg?s=20acbc7b1d24cd8ae5196f07de8bdfbfa1113695,"BESSAN, FRANCE",Men
210,Dunk SB Powerpuff Girls Bubbles ,285.0,NIKE,"BLEU, JAUNE","44,5",https://www.vinted.fr/items/3891812378-dunk-sb-powerpuff-girls-bubbles?referrer=catalog,https://images1.vinted.net/t/03_00633_S7WJcSkoTKeCDDr646PZxgUm/310x430/1702836978.jpeg?s=815e1c4f48c3a22a07b7f6ab34d282c037992d5e,"PELLEGRUE, FRANCE",Men
211,Nike Dunk reverse panda ,50.0,NIKE,"NOIR, BLANC","42,5",https://www.vinted.fr/items/3891038784-nike-dunk-reverse-panda?referrer=catalog,https://images1.vinted.net/t/03_01eea_mUMLcnQHmgCTL5mdkVd627G3/310x430/1702826103.jpeg?s=cf0a805d945ce2b3897f69f9a3be800991f40a8d,FRANCE,Men
212,Nike Veste Running Noir Homme ,70.0,NIKE,"NOIR, GRIS",M,https://www.vinted.fr/items/3890008778-nike-veste-running-noir-homme?referrer=catalog,https://images1.vinted.net/t/01_0114a_AqPFzNBpGMEjBChZr6ekQzWG/310x430/1702812924.jpeg?s=c638c59f6663685c1c8e02e705873adae13f0a97,FRANCE,Men
213,Dunk low retro team gold,110.0,NIKE,"BLANC, ABRICOT","44,5",https://www.vinted.fr/items/3877635943-dunk-low-retro-team-gold?referrer=catalog,https://images1.vinted.net/t/03_009e9_fjhWLo4GPe4uVGfLM5Qspv23/310x430/1702459354.jpeg?s=ece2fdedbde5a745cc88d5a18e5b08a91616c7f4,"SAINT-CHRISTO-EN-JAREZ, FRANCE",Men
214,Dunk low hemp,120.0,NIKE,"BEIGE, MARRON",44,https://www.vinted.fr/items/3885619049-dunk-low-hemp?referrer=catalog,https://images1.vinted.net/t/01_00fd2_fZSZMgMeJvfJWp3EZic8awsZ/310x430/1702663654.jpeg?s=ea10d83ec9c29d91b4633a315018bd656014426d,FRANCE,Men
215,dunk nike,100.0,NIKE,"NOIR, BLANC",43,https://www.vinted.fr/items/3873740575-dunk-nike?referrer=catalog,https://images1.vinted.net/t/02_008e8_L3nrb9wTbj93dhkPJa81YZ5Y/310x430/1702335571.jpeg?s=434f7766002842e95d3270e37879e1d034118aff,"PARIS, FRANCE",Men
216,Nike X 🔥 Holiday Special Dunk SB Low EU size 43,199.77,NIKE,MULTICOLORE,43,https://www.vinted.fr/items/3887948102-nike-x-holiday-special-dunk-sb-low-eu-size-43?referrer=catalog,https://images1.vinted.net/t/02_00fb2_gZUyjCMdGponQSeb1LALu9mL/310x430/1702740034.jpeg?s=2c7c6fa731990e0c2b01726868acac332f75b0fa,PAYS-BAS,Men
217,Nike dunk high stadium green- sail ,55.0,NIKE,"BLANC, VERT","44,5",https://www.vinted.fr/items/3884743197-nike-dunk-high-stadium-green-sail?referrer=catalog,https://images1.vinted.net/t/02_01af0_JaU6fRgdbnuNVuCYwC5ejvVN/310x430/1702646475.jpeg?s=1df471c89580f6c5ce8a410ac8af8fa7f1414879,"MERELBEKE, BELGIQUE",Men
218,Nike Dunk High 85,126.0,NIKE,"BLANC, BLEU",43,https://www.vinted.fr/items/3889104413-nike-dunk-high-85?referrer=catalog,https://images1.vinted.net/t/02_018dd_tfwmRwZ2byacDrAufzTZgJkn/310x430/1702767079.jpeg?s=a56cd08655ad845d580714887804399aad2902a5,FRANCE,Men
219,Nike Dunk Low Scrap Grey Haze Phantom 42,80.0,NIKE,"BLANC, CRÈME",42,https://www.vinted.fr/items/3891841346-nike-dunk-low-scrap-grey-haze-phantom-42?referrer=catalog,https://images1.vinted.net/t/02_02653_3j8pdriZkofybFJgs4sVuLXd/310x430/1702837426.jpeg?s=2c0f2d0a278d6cc9eb59d3648634337b2b169c92,"COIMBRA, PORTUGAL",Men
220,Nike Dunk Low Retro - Sequoia ‘23,155.0,NIKE,"BEIGE, VERT FONCÉ",46,https://www.vinted.fr/items/3891809974-nike-dunk-low-retro-sequoia-23?referrer=catalog,https://images1.vinted.net/t/01_025a5_aVUKqvoGN2NHwSbYBR8Tihhb/310x430/1702836943.jpeg?s=68071ad824b113f0b401e7bb282a1e267c9bbd4a,PAYS-BAS,Men
221,chaussure taille 40,74.9,NIKE,"NOIR, VERT",40,https://www.vinted.fr/items/3889173445-chaussure-taille-40?referrer=catalog,https://images1.vinted.net/t/01_025bf_JWC5FWFbzmLZMtWLFsi1Z88Y/310x430/1702772486.jpeg?s=f72fafcd92deadbc43c64523ed9a163c373ef87e,"LE FERRÉ, FRANCE",Men
222,Nike Dunk Low léopard taille 43 ,75.0,NIKE,ORANGE,43,https://www.vinted.fr/items/3882286300-nike-dunk-low-leopard-taille-43?referrer=catalog,https://images1.vinted.net/t/02_01999_5SaKBhknvsaMfcMVEBmqkGxS/310x430/1702567725.jpeg?s=5924782de43eb51458c89ca62f6ff397126f8e3f,"FONTOY, FRANCE",Men
223,Nike dunk low ,60.0,NIKE,"NOIR, ROUGE",39,https://www.vinted.fr/items/3888858920-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_01398_oGjT3vMYFusiGGvAWs5cB7E8/310x430/1702758667.jpeg?s=421941dee24803756309cec8a530fb2dff95d68e,"AMBRONAY, FRANCE",Men
224,Dunk low cacao,125.0,NIKE,MARRON,39,https://www.vinted.fr/items/3881961940-dunk-low-cacao?referrer=catalog,https://images1.vinted.net/t/01_01a0e_uk4MLpYa6CBZr7q7WWz7XKKt/310x430/1702562367.jpeg?s=28a38f50f25ccde41c5054882ba48162f1887c43,"REZÉ, FRANCE",Men
225,Nike Dunk SB Court Purple,139.99,NIKE,"BLANC, VIOLET",42,https://www.vinted.fr/items/3889931916-nike-dunk-sb-court-purple?referrer=catalog,https://images1.vinted.net/t/01_006c6_AQPH5CVZRjbqxvhTZbKQ6Eee/310x430/1702811912.jpeg?s=94436dc4817034be6e6fb79495688f53bd2d9c29,FRANCE,Men
226,Nine dunk low clear jade taille 43,109.0,NIKE,"BLANC, VERT",43,https://www.vinted.fr/items/3891629770-nine-dunk-low-clear-jade-taille-43?referrer=catalog,https://images1.vinted.net/t/01_00ac0_gsCqU2s2Vg6H7mjAg63EexPT/310x430/1702834292.jpeg?s=fbcee90d6c09844789aec5954bfbb670d5e1db9f,"RAMBOUILLET, FRANCE",Men
227,Nike Dunk low,50.0,NIKE,"BLANC, ROUGE",45,https://www.vinted.fr/items/3890928326-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_01601_q5bDjUVt5q4DALyW7Gn7e1m3/310x430/1702824712.jpeg?s=f6cb425607ef7dc1493213613b784d4e656e566c,"MONTATAIRE, FRANCE",Men
228,Nḭké Dūnk Lów Valerîan Blue Eu 42,58.0,NIKE,BLEU,42,https://www.vinted.fr/items/3887443664-nike-dunk-low-valerian-blue-eu-42?referrer=catalog,https://images1.vinted.net/t/03_02350_wYJtAZWhJtnAXxiijjbRZf2t/310x430/1702732466.jpeg?s=c30111b198faf5a1b84caf11ef48e129ba51e2e5,"PARIS, FRANCE",Men
229,Nike dunk low,59.99,NIKE,"BLANC, ORANGE",42,https://www.vinted.fr/items/3890915786-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_00b7d_CCbxnfggdCRNDELnb8XRQV74/310x430/1702824589.jpeg?s=bd227f006ad7515db2bd78b02e9896ab9ee36f2a,"MAARSSEN, PAYS-BAS",Men
230,Nike Dunk Low,55.0,NIKE,"NOIR, BLANC",43,https://www.vinted.fr/items/3884300455-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_0210c_oqAwazoyqrFgnE8xBWq7EH7f/310x430/1702638297.jpeg?s=730779db0d6a94605b3c269dcad0b08f27df8d6b,ITALIE,Men
231,Nike Dunk Low UNLV ,40.0,NIKE,"GRIS, ROUGE",45,https://www.vinted.fr/items/3887992176-nike-dunk-low-unlv?referrer=catalog,https://images1.vinted.net/t/02_018e8_RPS4barDu3D2UhL6hTpnYMCh/310x430/1702740749.jpeg?s=e36bfa05548591e653acd8ee1d8ea9fb5b6c4ba9,"BEAUSOLEIL, FRANCE",Men
232,Nike dunk low,100.0,NIKE,"BLANC, ROUGE",45,https://www.vinted.fr/items/3883848471-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_01b2b_9Z8cpDjvcunbfjDXEFLQsBt9/310x430/1702628592.jpeg?s=11b48322f1b1a531d44765498cc40c6691f159d3,"ANGERS, FRANCE",Men
233,Nike dunk low coconut milk,65.0,NIKE,"BLANC, JAUNE",41,https://www.vinted.fr/items/3874558225-nike-dunk-low-coconut-milk,https://images1.vinted.net/t/03_009f5_hUCJRaPA1E4MHHdoCcZvUQRd/310x430/1702378276.jpeg?s=34fec982c09ac9d3526936ff93fa529283393cd5,FRANCE,Men
234,Nike Dunk High By You P45,110.0,NIKE,"BLANC, KAKI",45,https://www.vinted.fr/items/3891842862-nike-dunk-high-by-you-p45?referrer=catalog,https://images1.vinted.net/t/03_01e26_J1vUtHmfrHrEBvREK8KNGUV7/310x430/1702837450.jpeg?s=699436db9d381a84f98735bbaea2b972e5bca402,"ARCINGES, FRANCE",Men
235,Nike Dunk verte,87.5,NIKE,VERT FONCÉ,"47,5",https://www.vinted.fr/items/3883194164-nike-dunk-verte?referrer=catalog,https://images1.vinted.net/t/03_00694_kxKnUZ4yKMwdECHpFPnPZQFY/310x430/1702584602.jpeg?s=412487c206bea08dd45cd25c2bcef881b88487cd,"CONFLANS-SAINTE-HONORINE, FRANCE",Men
236,Nike Dunk Varsity Low White Green EU 46,55.0,NIKE,"BLANC, VERT",46,https://www.vinted.fr/items/3890686888-nike-dunk-varsity-low-white-green-eu-46?referrer=catalog,https://images1.vinted.net/t/03_01521_CnoxMMS1t9KmwaBE9YEtG3L5/310x430/1702821706.jpeg?s=c38cb4bdb981793a1f15be9a991a091fbc059ad5,LUXEMBOURG,Men
237, Nike SB Dunk Low The Powerpuff Girls Bubbles,265.0,NIKE,BLEU,41,https://www.vinted.fr/items/3885973190-nike-sb-dunk-low-the-powerpuff-girls-bubbles?referrer=catalog,https://images1.vinted.net/t/01_0261e_9BJGkBsf5AueNrfJcVZsZTzg/310x430/1702672353.jpeg?s=f1e97c269ee7dbec37f579be16c5908513b83df2,"PARIS 14, FRANCE",Men
238,Zapatillas Nike Dunk Low,75.0,NIKE,"BLANC, ORANGE",41,https://www.vinted.fr/items/3890072409-zapatillas-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_01878_4LGG4GNE6Sitk26LT7eqtyvB/310x430/1702813761.jpeg?s=d270797fe3f6edc7d8c2200a21ccc2f80c209d77,ESPAGNE,Men
239,Dunk Low Retro Panda Nike Noir et Blanc,90.0,NIKE,"NOIR, BLANC","42,5",https://www.vinted.fr/items/3877656721-dunk-low-retro-panda-nike-noir-et-blanc?referrer=catalog,https://images1.vinted.net/t/03_00b74_bsh3wrUrCTK4eRBUbXpThWH6/310x430/1702459749.jpeg?s=312dc3e08362e945eae5c62181f446441a7ffa22,"CIRES-LÈS-MELLO, FRANCE",Men
240,Nike dunk low chicago,90.0,NIKE,"NOIR, ROUGE","42,5",https://www.vinted.fr/items/3882428242-nike-dunk-low-chicago?referrer=catalog,https://images1.vinted.net/t/02_00b29_KPDajM41TnVDiGbUsGhSpBbQ/310x430/1702570315.jpeg?s=cfa6616f6f9fc44cfade5fb9e5924f70a09bfa7c,FRANCE,Men
241,dunk low black and white,60.0,NIKE,"NOIR, BLANC",39,https://www.vinted.fr/items/3889842446-dunk-low-black-and-white?referrer=catalog,https://images1.vinted.net/t/01_02267_zL9WmMpqQF6R3HjDVX2kBjSY/310x430/1702810726.jpeg?s=b44c346d3ba7192528347df33184889d1278edc2,FRANCE,Men
242,nike dunk low medium olive ,130.0,NIKE,"BLANC, KAKI",43,https://www.vinted.fr/items/3889102028-nike-dunk-low-medium-olive?referrer=catalog,https://images1.vinted.net/t/02_000f0_J7r8msyiasH5TFyAs3TvVrSB/310x430/1702766955.jpeg?s=647d5d2246ac7b29722eb53210e2e3cdbab7dcdd,"MÉZIÈRES-SUR-COUESNON, FRANCE",Men
243,Nike Dunk low blue white airbrush,90.0,NIKE,"BLEU CLAIR, TURQUOISE",38,https://www.vinted.fr/items/3891821361-nike-dunk-low-blue-white-airbrush?referrer=catalog,https://images1.vinted.net/t/01_026e9_kUrUpfDAA2wpAkPWbGosbCxu/310x430/1702837119.jpeg?s=7e0668016c810d066e906bea8a07f9fb4eee478a,"VIEILLEVIGNE, FRANCE",Men
244,Nike Dunk Low Coast,100.0,NIKE,"BLEU, JAUNE",45,https://www.vinted.fr/items/3890532284-nike-dunk-low-coast?referrer=catalog,https://images1.vinted.net/t/03_022b3_nwwFhweP7Wmcvb6TWxeEC3bK/310x430/1702819774.jpeg?s=c104480670e649962619a02fdb04e5f5361eea19,FRANCE,Men
245,Nike SB dunk low Jarritos ,250.0,NIKE,"BEIGE, VERT","42,5",https://www.vinted.fr/items/3884711582-nike-sb-dunk-low-jarritos?referrer=catalog,https://images1.vinted.net/t/01_00628_9diJy9bBmbmk9V4yQoH3vCVK/310x430/1702645911.jpeg?s=83918fe27f193160750951f01c3c9545fbacecbd,"ANDELNANS, FRANCE",Men
