Unnamed: 0,Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender
518,Dunk low Sb powerpuff Girls Buttercup,280.0,NIKE,VERT,44,https://www.vinted.fr/items/3890636318-dunk-low-sb-powerpuff-girls-buttercup?referrer=catalog,https://images1.vinted.net/t/02_016fc_byqbKjTdMPUT66mdK8Xz9ZTR/310x430/1702821078.jpeg?s=6cd2f4b22a5a6fdd56277007dce7256a72a97a87,"ROMA, ITALIE",Men
519,Dunk Panda 🐼,42.0,NIKE,"NOIR, BLANC",42,https://www.vinted.fr/items/3887481909-dunk-panda?referrer=catalog,https://images1.vinted.net/t/01_02454_yoPxgmtPzpcP183zfWZgfR3y/310x430/1702733030.jpeg?s=db37083e1fdc5ee8c3418d289b0dbef258eb6ac8,"BASTIA, FRANCE",Men
520,Baskets Nike Dunk,120.0,NIKE,"DORÉ, MULTICOLORE",43,https://www.vinted.fr/items/3885512348-baskets-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_01220_JHYezxzWGFa5JRhtheQAXmMo/310x430/1702661307.jpeg?s=4e8dee09eb978d948662f229aafed5ae8a8fd165,FRANCE,Men
521,Nike sb Dunk HUF San Francisco,170.0,NIKE,"NOIR, CRÈME","42,5",https://www.vinted.fr/items/3884142421-nike-sb-dunk-huf-san-francisco?referrer=catalog,https://images1.vinted.net/t/03_0162e_nNmvt8wtpjVtFpTk5XduhV1Z/310x430/1702635394.jpeg?s=3c206060cfd2183ad8beb322328e9b0fcf2ec011,FRANCE,Men
522,Dunk Low Grey Fog ,124.99,NIKE,"GRIS, BLANC",43,https://www.vinted.fr/items/3883893955-dunk-low-grey-fog?referrer=catalog,https://images1.vinted.net/t/03_02479_AMd95gUcjTd4QaYeG16FKgtM/310x430/1702629973.jpeg?s=cddbd777dc29fd84a4a585fa48927a4e6abbe4d2,"LE GRAU-DU-ROI, FRANCE",Men
523,Nike dunk SB The Powerpuff Supernana Rose,285.0,NIKE,"ORANGE, ROSE","42,5",https://www.vinted.fr/items/3888133774-nike-dunk-sb-the-powerpuff-supernana-rose?referrer=catalog,https://images1.vinted.net/t/02_010df_SbpdZaEK7R3ByXhsh7D8cJ6Z/310x430/1702743272.jpeg?s=caa44f7a87da6377d217af1e4cb5dbf915c170f5,"PARIS, FRANCE",Men
524,Nike Dunk High bleu,70.0,NIKE,"BLEU, MARINE",43,https://www.vinted.fr/items/3890247994-nike-dunk-high-bleu?referrer=catalog,https://images1.vinted.net/t/03_0216f_ELZ62DjHNi1LzmNkBN2ysTQX/310x430/1702816114.jpeg?s=8a545982717b1bc33f0c4212450373c83a02f6d5,"LATRAPE, FRANCE",Men
525,Nike dunk low panda ,50.0,NIKE,"NOIR, BLANC",39,https://www.vinted.fr/items/3885059973-nike-dunk-low-panda?referrer=catalog,https://images1.vinted.net/t/02_0119b_RkTMkLmwzVjydQkaXY3Gn3W1/310x430/1702652162.jpeg?s=03857068596da562437ec2834fe3e0fd3e6f289d,"SAINTE-GENEVIÈVE-DES-BOIS, FRANCE",Men
526,dunk Snakeskin,60.0,NIKE,"BLANC, ROSE","42,5",https://www.vinted.fr/items/3826725299-dunk-snakeskin?referrer=catalog,https://images1.vinted.net/t/01_00a7d_3bLqPH19D7n4Gc226gTBNwzp/310x430/1701287981.jpeg?s=0a4ec099c0ac8d875125ebe8d8da3aacade98ebd,"ESNANDES, FRANCE",Men
527,Jordan 1 mid blanche,70.0,NIKE,BLANC,43,https://www.vinted.fr/items/3887138549-jordan-1-mid-blanche?referrer=catalog,https://images1.vinted.net/t/02_011cf_UWJUPBUdphE8f75kE98MLmLo/310x430/1702727774.jpeg?s=8c3171660dabb5c3b16cf2621fda8c53cb695427,FRANCE,Men
528,Nike Dunk Low x Union LA - Pistachio ,240.0,NIKE,"MARINE, MENTHE",45,https://www.vinted.fr/items/3890397033-nike-dunk-low-x-union-la-pistachio?referrer=catalog,https://images1.vinted.net/t/02_01e4e_dmGm5js1EDPvxVoVzfpwrQhv/310x430/1702818060.jpeg?s=a183fae2ba7f22abb4f87495ca4c7bd90936534e,ITALIE,Men
529,Nike dunk low university red ,150.0,NIKE,"BLANC, ROUGE",41,https://www.vinted.fr/items/3884969212-nike-dunk-low-university-red?referrer=catalog,https://images1.vinted.net/t/02_01315_vuhWWJtUE1uSzGhGW5QZ7Yk1/310x430/1702650429.jpeg?s=f9abefc67d86af0fb872fc8dfb0153c6b7c32b10,"ANNECY, FRANCE",Men
530,Dunk talla 43,105.0,NIKE,BLANC,43,https://www.vinted.fr/items/3888593735-dunk-talla-43?referrer=catalog,https://images1.vinted.net/t/01_0105b_wHF1JNyBqARijNqwbKoxtyWB/310x430/1702752184.jpeg?s=08eae4d77397a47ffd0192c548605c0323dcd5a3,ESPAGNE,Men
531,Basket Nike dunk Low triple White classique ,69.0,NIKE,BLANC,41,https://www.vinted.fr/items/3891042574-basket-nike-dunk-low-triple-white-classique?referrer=catalog,https://images1.vinted.net/t/02_00120_jZ8emG2X5pAoEh8sLyiMXGXd/310x430/1702826152.jpeg?s=b15854310c6f898a293c9518f582084262555b1a,"ROUEN, FRANCE",Men
532,Nike dunk low ,90.0,NIKE,"NOIR, BLANC",41,https://www.vinted.fr/items/3877841537-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_01572_aeKi1JVvAyHSCnhvyTsPu5Vn/310x430/1702462875.jpeg?s=85de0be71b6cf11925dc17de455702d332f33b2e,"BENON, FRANCE",Men
533,Nike Dunk Sb Low Philadelphia Phillies ,140.0,NIKE,BLEU,"40,5",https://www.vinted.fr/items/3759745131-nike-dunk-sb-low-philadelphia-phillies,https://images1.vinted.net/t/01_02116_5eGxnrq86bk5fH8CtGA9rqkr/310x430/1699977578.jpeg?s=08609c86356e14371e266e8bcb0b265ae098c483,FRANCE,Men
534,Nike Dunk High,95.0,NIKE,"BLANC, ROSE","38,5",https://www.vinted.fr/items/3836720706-nike-dunk-high?referrer=catalog,https://images1.vinted.net/t/02_01f65_oakmJ5xQXb7zjPKzkRMcS9Q3/310x430/1701533310.jpeg?s=43e9b7a71b92487dabf8a4af06e99ee841b6e181,FRANCE,Men
535,Nike SB Dunk Low Powerpuff Girls / Bubbles,320.0,NIKE,BLEU,"42,5",https://www.vinted.fr/items/3886743054-nike-sb-dunk-low-powerpuff-girls-bubbles?referrer=catalog,https://images1.vinted.net/t/02_014c0_A25ESGkZ1uqNpL1kz1en3NaD/310x430/1702721546.jpeg?s=f90f7a4844ceb08fd6c1c523048c31ce12494977,"BORDEAUX, FRANCE",Men
536,Dunk low White grey,140.0,NIKE,"GRIS, BLANC",41,https://www.vinted.fr/items/3879584585-dunk-low-white-grey?referrer=catalog,https://images1.vinted.net/t/01_02460_fcztzimNcrqP7NLH3g2ivVhi/310x430/1702489238.jpeg?s=79f26677f1bcf519321bd386b26bf902e8ab06af,"BESSANCOURT, FRANCE",Men
537,Nike Dunk Varsity Low White Green EU 44,55.0,NIKE,"BLANC, VERT",44,https://www.vinted.fr/items/3890159973-nike-dunk-varsity-low-white-green-eu-44?referrer=catalog,https://images1.vinted.net/t/03_00d97_DLJuHUmLhJ9rm8jD1a6qeruY/310x430/1702814928.jpeg?s=3ef1bff81a7d8830bf936ea4992cd26a9b50f302,"LUXEMBOURG, LUXEMBOURG",Men
538,Nike Dunk low red panda,85.0,NIKE,"NOIR, BLANC",44,https://www.vinted.fr/items/3884921061-nike-dunk-low-red-panda?referrer=catalog,https://images1.vinted.net/t/02_01fed_cosHgkVnJv9ki3Ln5WnE84tZ/310x430/1702649585.jpeg?s=35d8a3eb0cffc42786b49922cee786945f878677,FRANCE,Men
539,Nike Dunk low,100.0,NIKE,"BLANC, BLEU",46,https://www.vinted.fr/items/3886526272-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_024d4_uwsVZTApMfsDtdin1R9oE3R1/310x430/1702717147.jpeg?s=61311c9328f15914f9cdb92367c1d4a075c75df7,"TROARN, FRANCE",Men
540,Nike Dunk low ,60.0,NIKE,"GRIS, BLANC",44,https://www.vinted.fr/items/3857523721-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_006f9_hDxPAZL2anY2uczAx6SEWFP8/310x430/1701989464.jpeg?s=fa177ae3264bfe4fbf8788346d62f75472cec03d,"VILLIERS-SUR-MARNE, FRANCE",Men
541,Nike Dunk Low Panda,84.0,NIKE,"NOIR, BLANC",43,https://www.vinted.fr/items/3887428423-nike-dunk-low-panda?referrer=catalog,https://images1.vinted.net/t/03_02641_cGjWs5w4h8DoHZ5ELfgF6cDe/310x430/1702732242.jpeg?s=085a26bd6861d4cfe8b8bfe7547c8d4dbb942248,"NAMBROCA, ESPAGNE",Men
542,Nike Dunk High Obsidian ,115.0,NIKE,"BLANC, BLEU",42,https://www.vinted.fr/items/3891644413-nike-dunk-high-obsidian?referrer=catalog,https://images1.vinted.net/t/02_014f8_V7QULahsgHe5aYrt7cVBeHLr/310x430/1702834503.jpeg?s=bc560e55232942caaa4be0216f10e5853a4f6117,"CLUSES, FRANCE",Men
543,Nike Dunk Low Cacao Wow Marron 42 ,150.0,NIKE,MARRON,42,https://www.vinted.fr/items/3890987863-nike-dunk-low-cacao-wow-marron-42?referrer=catalog,https://images1.vinted.net/t/03_00882_A9mNabL5dqHsPYUbmgWHdMyj/310x430/1702825463.jpeg?s=568f69a0ab460a46c595a6013204f5de12ad5a68,FRANCE,Men
544,🌟🌟 Nike Dunk Low Iron ore Gey 🌟🌟,115.0,NIKE,"GRIS, BLANC",40,https://www.vinted.fr/items/3887908053-nike-dunk-low-iron-ore-gey?referrer=catalog,https://images1.vinted.net/t/02_001e5_v8cduEsY6iXff91yG4Sd8UqM/310x430/1702739390.jpeg?s=be8d60378b6465ed2da5b1fc0f4aba839a021238,"LA ROCHELLE, FRANCE",Men
545,Nike Dunk Chicago ,100.0,NIKE,"NOIR, BLANC",42,https://www.vinted.fr/items/3874543059-nike-dunk-chicago?referrer=catalog,https://images1.vinted.net/t/03_00a3d_vE7saPQtWLFx3xMRDSCnMz9T/310x430/1702378045.jpeg?s=d6f6973b3e77ca070bacd2076aca83dc8d6c3e64,"LA GARENNE-COLOMBES, FRANCE",Men
546,Nike dunk high,70.0,NIKE,"NOIR, BLANC",43,https://www.vinted.fr/items/3879162516-nike-dunk-high?referrer=catalog,https://images1.vinted.net/t/01_0066e_yPKuv3DK5FDxinYzCTqist5U/310x430/1702482428.jpeg?s=19da17c16a837fbe7e242a874cc52e2a6de7b044,"HAUTEFORT, FRANCE",Men
547,Dunk low grey Fog,135.0,NIKE,"GRIS, BLANC",43,https://www.vinted.fr/items/3883864843-dunk-low-grey-fog?referrer=catalog,https://images1.vinted.net/t/02_0100f_hMZ3R3rSZeiwSa3yDT5NNhtH/310x430/1702629116.jpeg?s=6f75b066536813f4d05418339b5a6ef701cb1b8e,"BESSANCOURT, FRANCE",Men
548,Nike dunk low ,65.0,NIKE,"NOIR, JAUNE",40,https://www.vinted.fr/items/3890685302-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_0167e_FKbcHN9WQKFJQ81AEbb1ynMk/310x430/1702821687.jpeg?s=7e1af5e1bccba99c4f63e5cd1b26d42bf544af23,"AGROPOLI, ITALIE",Men
549,Baskets Nike dunk low kaki et blanche,90.0,NIKE,"BLANC, KAKI",43,https://www.vinted.fr/items/3887445425-baskets-nike-dunk-low-kaki-et-blanche?referrer=catalog,https://images1.vinted.net/t/01_0192a_wDrpTuaTWsGjK8ZWTcNa8mww/310x430/1702732493.jpeg?s=ead5959636c8150f31d143ea59a3734395754b5d,"SOTTA, FRANCE",Men
550,Nike dunk low 42.5 yellow/black/white,75.0,NIKE,"BLANC, JAUNE","42,5",https://www.vinted.fr/items/3886199902-nike-dunk-low-425-yellowblackwhite?referrer=catalog,https://images1.vinted.net/t/03_006e4_XhJDdN7ZNb4TFAmQYz8exLA7/310x430/1702679790.jpeg?s=710699c56e8863e363212bec9b38b6c4593561a2,"ALMERE, PAYS-BAS",Men
551,Nike The Powerpuff Girls x Dunk Low Pro SB QS 'Buttercup',280.0,NIKE,VERT,43,https://www.vinted.fr/items/3889260476-nike-the-powerpuff-girls-x-dunk-low-pro-sb-qs-buttercup?referrer=catalog,https://images1.vinted.net/t/03_0032f_bSat1bDiupSAr3WNTj86wz6Y/310x430/1702797722.jpeg?s=0bbf798c42b85dac8141f531db7a6f95be0e9749,"L'HAŸ-LES-ROSES, FRANCE",Men
552,Nike Dunk Low Noir Jaune et Blanc ,90.0,NIKE,"NOIR, JAUNE",43,https://www.vinted.fr/items/3891108232-nike-dunk-low-noir-jaune-et-blanc?referrer=catalog,https://images1.vinted.net/t/01_011eb_ShhmRzgjNMTRgKZg3QAx6Nu5/310x430/1702826994.jpeg?s=3c2b699f08f15ba3ee545558fa7666401f1861df,"TOULON, FRANCE",Men
553,Nike dunk,64.5,NIKE,"BLANC, JAUNE","42,5",https://www.vinted.fr/items/3887764400-nike-dunk?referrer=catalog,https://images1.vinted.net/t/01_0229c_jbTPTF7mPsGH6v1iR3EAVRun/310x430/1702737179.jpeg?s=9c6057a056513e5dfc0e47ef04907768fbabec09,"PARIS, FRANCE",Men
554,Nike DUNK ,70.0,NIKE,"NOIR, BLANC",44,https://www.vinted.fr/items/3864917806-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_0078d_S7W5XpoV2GJN4vB419wAFd8u/310x430/1702163128.jpeg?s=0aac2c3c793c8d92ea66a502393ffbad3c748a17,FRANCE,Men
555,Nike dunk high ,120.0,NIKE,"BLANC, ROSE",41,https://www.vinted.fr/items/3888974481-nike-dunk-high?referrer=catalog,https://images1.vinted.net/t/02_026c6_uiCyE3QgbD4azQ2HvrK5CBc4/310x430/1702762027.jpeg?s=b636e86d3462efc6f2093dea699c7e1f2a3ebfde,"MADRID, ESPAGNE",Men
556,Nike dunk panda ,49.99,NIKE,"NOIR, BLANC",43,https://www.vinted.fr/items/3890303199-nike-dunk-panda?referrer=catalog,https://images1.vinted.net/t/03_02028_z2ijcp6WowbAUdQBNotFepS4/310x430/1702816846.jpeg?s=ae5fc2f26cef5b5fe3760f240e15e066bb590485,BELGIQUE,Men
557,Nḭkḛ Dūnk Lów Valerian Blue EU 41,58.66,NIKE,GRIS,41,https://www.vinted.fr/items/3890745925-nike-dunk-low-valerian-blue-eu-41?referrer=catalog,https://images1.vinted.net/t/01_0047f_S1nwizP4QK59YDSsro69bYij/310x430/1702822439.jpeg?s=f07a0cf5ce694fc31b769be61418e1ed330fb735,"MADRID, ESPAGNE",Men
558,Nike dunk low coconut milk,65.0,NIKE,"BLANC, JAUNE",41,https://www.vinted.fr/items/3874558225-nike-dunk-low-coconut-milk,https://images1.vinted.net/t/03_009f5_hUCJRaPA1E4MHHdoCcZvUQRd/310x430/1702378276.jpeg?s=34fec982c09ac9d3526936ff93fa529283393cd5,FRANCE,Men
559,Nike Dunk Low Panda Retro Black and White 44,55.0,NIKE,NOIR,44,https://www.vinted.fr/items/3889895857-nike-dunk-low-panda-retro-black-and-white-44?referrer=catalog,https://images1.vinted.net/t/02_02182_uhqh5LgvTucTzpshcLutA4fH/310x430/1702811436.jpeg?s=ea58e4271a92b16c43d20b1462fbb009d5e67c86,LUXEMBOURG,Men
560,Nike Dunk low homme ,80.0,NIKE,"GRIS, BEIGE",46,https://www.vinted.fr/items/3890254802-nike-dunk-low-homme?referrer=catalog,https://images1.vinted.net/t/01_019ab_PdeqfsnHvxKVXYYMqshutJqh/310x430/1702816204.jpeg?s=f5d5490f7d74608df92bfb45a374052b4d216473,"SAINT-CYR-SUR-LOIRE, FRANCE",Men
561,Nike dunk low retro,105.0,NIKE,"BLANC, ROUGE",45,https://www.vinted.fr/items/3888501953-nike-dunk-low-retro?referrer=catalog,https://images1.vinted.net/t/01_01251_joZnWaHKctFpjGWbAVZRv1fs/310x430/1702838552.jpeg?s=4b5fe7f4dab002cd9ecd11d19b76f75e48817c85,"LOCMINÉ, FRANCE",Men
562,Nike Dunk SB Low EU 40,59.68,NIKE,GRIS,40,https://www.vinted.fr/items/3887941045-nike-dunk-sb-low-eu-40?referrer=catalog,https://images1.vinted.net/t/03_01509_WjMYvtrEiKJsqNp4XeZNtnMA/310x430/1702739919.jpeg?s=23637b5bbc8e6c15c9ca93e218b9afa7318a6066,"MADRID, ESPAGNE",Men
563,Nike Dunk SB Powerpuff Girls Blossom,290.0,NIKE,ROSE,"42,5",https://www.vinted.fr/items/3890047282-nike-dunk-sb-powerpuff-girls-blossom?referrer=catalog,https://images1.vinted.net/t/03_00a0b_LuxC1kK928v72DMiy2zHEGyU/310x430/1702813430.jpeg?s=92846435854c4be5544125aabcbbe5fd0664a73f,"MILANO, ITALIE",Men
564,Nike SB Dunk Low Why So Sad,195.0,NIKE,"BLEU CLAIR, BLEU",44,https://www.vinted.fr/items/3890422388-nike-sb-dunk-low-why-so-sad?referrer=catalog,https://images1.vinted.net/t/01_018ed_HapoKNAypP9A7LHP5JMLqKPh/310x430/1702818386.jpeg?s=03a5098962f6bde69b51f4ed0c2b759cffb88c6d,"MOULINES, FRANCE",Men
565,Nike dunk sb,110.0,NIKE,"NOIR, BLANC",42,https://www.vinted.fr/items/3876353498-nike-dunk-sb?referrer=catalog,https://images1.vinted.net/t/01_0069f_8V4ywvqC2iWpbJKN22FKcruA/310x430/1702405567.jpeg?s=3626a5a28d1d59f05d6bab5f9ca07c3198a9e358,FRANCE,Men
566,Dunk low mini swoosh grey ,100.0,NIKE,"GRIS, BLANC","42,5",https://www.vinted.fr/items/3887177244-dunk-low-mini-swoosh-grey?referrer=catalog,https://images1.vinted.net/t/01_02644_Avxx7oNKzstxcgGz55LFFurq/310x430/1702728390.jpeg?s=eb6fe331445245f32756eb4611e22840d20642d3,"IGNY, FRANCE",Men
567,Nike Dunk Low Grey Fog,110.0,NIKE,"GRIS, BLANC",43,https://www.vinted.fr/items/3890376732-nike-dunk-low-grey-fog?referrer=catalog,https://images1.vinted.net/t/03_0192f_fvrYZnCjSJgfQz8dafbQ8uWp/310x430/1702817801.jpeg?s=dbb419e7ff23d0df8524e5f3c45931bdc7182ee6,"MÉRIGNAC, FRANCE",Men
568,Nike Dunk Low Rétro PRM,90.0,NIKE,"BLEU, MARRON",41,https://www.vinted.fr/items/3889365262-nike-dunk-low-retro-prm?referrer=catalog,https://images1.vinted.net/t/01_02068_c8Y9t9y6qNZiC2WNC88L7ttc/310x430/1702802587.jpeg?s=4ab1eeaecd87336124297d88ba23b38bfef78175,"LE MUY, FRANCE",Men
569,Nike sb dunk Low QS,145.0,NIKE,"BLANC, BORDEAUX",42,https://www.vinted.fr/items/3884674674-nike-sb-dunk-low-qs?referrer=catalog,https://images1.vinted.net/t/02_01cf9_wEWm7kjH3sBEgpvCrU17Tyzy/310x430/1702645252.jpeg?s=9ee280913f551c34787af62367448a8a0ea942b9,FRANCE,Men
570,Dunk sb powerpuff,290.0,NIKE,"ORANGE, ROSE",42,https://www.vinted.fr/items/3884644564-dunk-sb-powerpuff?referrer=catalog,https://images1.vinted.net/t/01_0234c_cg7cY9AxxUHU5w2nZmNkTVq3/310x430/1702644720.jpeg?s=17c94c8271cf7f8dea18d624e4ca02482917b4ab,"WASQUEHAL, FRANCE",Men
571,Nike dunk Hi rétro ,55.0,NIKE,"NOIR, BLANC",40,https://www.vinted.fr/items/3891480853-nike-dunk-hi-retro?referrer=catalog,https://images1.vinted.net/t/01_0181f_Dk7YJtYBoNaDHV8zRL5Z25Gb/310x430/1702832141.jpeg?s=8d434cfeb1a8fd189c66defcd6330f9ac338e04b,"ÉPINAL, FRANCE",Men
572,Nike dunk hi,70.0,NIKE,"NOIR, BEIGE",41,https://www.vinted.fr/items/3876023550-nike-dunk-hi?referrer=catalog,https://images1.vinted.net/t/01_012e7_dC1SsuX31e9BHCPNR6K37GU5/310x430/1702400349.jpeg?s=b8dc5340ee469d925ee52e1ec0542d095f17d798,"PARIS, FRANCE",Men
573,Nike Dunk SB Classic Green 43,95.0,NIKE,"NOIR, VERT",43,https://www.vinted.fr/items/3885084972-nike-dunk-sb-classic-green-43?referrer=catalog,https://images1.vinted.net/t/01_020fa_Uih3GMpqgFNeD23y5wDB2V6A/310x430/1702652521.jpeg?s=9aa6a1b80e58067680d9a1ba9015d8f7ecd305d9,"MARSEILLE 13, FRANCE",Men
574,Nike dunk high football grey summit white 42.5,100.0,NIKE,"GRIS, BLANC","42,5",https://www.vinted.fr/items/3889358581-nike-dunk-high-football-grey-summit-white-425?referrer=catalog,https://images1.vinted.net/t/01_0126e_Pi7ZNtfTFi2PBhA8p3si2oZa/310x430/1702802385.jpeg?s=013d22e2b5ece0c77103afb566b4dba8816fd71a,"BREDA, PAYS-BAS",Men
575,Nike Dunk Low gray fog,68.0,NIKE,"GRIS, BLANC",42,https://www.vinted.fr/items/3888120666-nike-dunk-low-gray-fog?referrer=catalog,https://images1.vinted.net/t/02_0139f_sKFzY64jLYsYQ75nTuupJcSS/310x430/1702742918.jpeg?s=67c5d9cecdf2884eba6b69db3957992895e988f2,"MONZA, ITALIE",Men
576,Nike dunk low sb powerpuff girls buttercup supernana,300.0,NIKE,VERT,"42,5",https://www.vinted.fr/items/3888270125-nike-dunk-low-sb-powerpuff-girls-buttercup-supernana?referrer=catalog,https://images1.vinted.net/t/01_02307_y7JqdQH3Hg3TPYZnVeAReXG1/310x430/1702745631.jpeg?s=4154be6cdad763f6864c9c872e494687098e7608,FRANCE,Men
577,Dunk sb saint Patrick ,135.0,NIKE,"VERT, VERT FONCÉ",41,https://www.vinted.fr/items/3891390767-dunk-sb-saint-patrick?referrer=catalog,https://images1.vinted.net/t/01_01ba3_q2YDaBna2oskxNg6ARrVFBh2/310x430/1702830855.jpeg?s=859d26ab0110214f8f69a55ed343817c8fadb71d,"NANTES, FRANCE",Men
578,Nike dunk low prm ,99.0,NIKE,"NOIR, BLANC","42,5",https://www.vinted.fr/items/3884232256-nike-dunk-low-prm?referrer=catalog,https://images1.vinted.net/t/02_0041f_ycvcfQ6BpTZMWPpRuWneSoq9/310x430/1702637047.jpeg?s=f074e79040f3da117c28ae0fad420060c1e65112,"NAVAS DE JORQUERA, ESPAGNE",Men
579,Nike dunk panda,47.0,NIKE,"NOIR, BLANC",40,https://www.vinted.fr/items/3890372600-nike-dunk-panda?referrer=catalog,https://images1.vinted.net/t/03_0091c_NV9CJW4us9aSoiPcd979X2bN/310x430/1702817749.jpeg?s=6096ad63e24301cfe6ae6cf2cdfefe8cd945c6c7,"TORRE DEL GRECO, ITALIE",Men
580,Dunk low ,65.0,NIKE,"NOIR, BLANC",41,https://www.vinted.fr/items/3870818556-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_01aea_sTEp4cFLJsy2R8UwMRCPQTgY/310x430/1702292468.jpeg?s=e1147113881013e7e9342ade05a6ff57378f9cb4,FRANCE,Men
581,Nike SB Dunk Rabbit,130.0,NIKE,"BEIGE, MARRON",42,https://www.vinted.fr/items/3887491805-nike-sb-dunk-rabbit?referrer=catalog,https://images1.vinted.net/t/01_00be1_SkaqSig5j6Jkwaq8UE9urTL9/310x430/1702733177.jpeg?s=214c87d7da7b6af4b9dfa9b29b1c77fff5f5d0c6,"ALPIARÇA, PORTUGAL",Men
582,Zapatillas Nike ,100.0,NIKE,"NOIR, MARINE","44,5",https://www.vinted.fr/items/3890251350-zapatillas-nike?referrer=catalog,https://images1.vinted.net/t/03_00a3f_f1ZdN7JhJUaTd9tKMBRAHrYR/310x430/1702816159.jpeg?s=e18e72b1014d00d862a987c251edb52056efa89e,"RIPOLLET, ESPAGNE",Men
583,Ensemble Nike tech,115.0,NIKE,"NOIR, GRIS",XS,https://www.vinted.fr/items/3838467145-ensemble-nike-tech,https://images1.vinted.net/t/02_00193_FKBPHNxa2d94SMp5c2u3mssi/310x430/1701594541.jpeg?s=2cf6b419521fea703d57df5ca75af85e53463b65,FRANCE,Men
584,Nike dunk ,180.0,NIKE,"BLANC, BLEU",43,https://www.vinted.fr/items/3889776565-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_00dd9_VubrifH54bsj2DidTD95sHHA/310x430/1702809855.jpeg?s=b6ee581d4d1fa07828dba72a959d6f8a9aa6b3ae,"GEEL, BELGIQUE",Men
585,Nike SB Dunk Low Powerpuff Girls Supernana,280.0,NIKE,ROSE,44,https://www.vinted.fr/items/3891049428-nike-sb-dunk-low-powerpuff-girls-supernana?referrer=catalog,https://images1.vinted.net/t/01_00825_ciyt4jrnxQvj4pbJCqTMQHgz/310x430/1702826241.jpeg?s=31864bcd1584e1ec530fd95fd4a8dde70b221bd7,"PARIS, FRANCE",Men
586,Dunk low sb powerpuff girls Buttercup,300.0,NIKE,"NOIR, VERT","45,5",https://www.vinted.fr/items/3891527533-dunk-low-sb-powerpuff-girls-buttercup?referrer=catalog,https://images1.vinted.net/t/02_01ace_c4peTpznbUiG1pjp4pAzxaQW/310x430/1702832816.jpeg?s=451bb291a2b44ef7b39c193a245b8647e18cc689,"PARIS, FRANCE",Men
587,Nike Dunk High Retro Reverse Panda,105.0,NIKE,"NOIR, BLANC","48,5",https://www.vinted.fr/items/3884141286-nike-dunk-high-retro-reverse-panda?referrer=catalog,https://images1.vinted.net/t/01_0166a_Z2kbVLL8HHYTx53svkqLYioW/310x430/1702635374.jpeg?s=b397ecc7a8717f96b7ac4b6418af9997f6c1e6fc,FRANCE,Men
588,Dunk low,95.0,NIKE,"BLANC, BLEU","44,5",https://www.vinted.fr/items/3884847352-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_0099a_2abempTipkV8e5CoPXn9vW6e/310x430/1702648285.jpeg?s=9d861c680178781d65a0516640ad3cd4c728cd6f,FRANCE,Men
589,Nike dunk low,100.0,NIKE,BLANC,"44,5",https://www.vinted.fr/items/3887628787-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_01588_SCmBp245c4VXBNWnYovYbReg/310x430/1702735170.jpeg?s=2903c8b57f5f0396cc1c363d487244e84d59d077,BELGIQUE,Men
590,Nike dunk low panda,90.0,NIKE,"NOIR, BLANC","42,5",https://www.vinted.fr/items/3890146590-nike-dunk-low-panda?referrer=catalog,https://images1.vinted.net/t/03_0222d_n7bjVZMqyT6YPjv3J81csdSX/310x430/1702814748.jpeg?s=29a47aae98f0a468958ab460766402ff171fc476,"PARIS, FRANCE",Men
591,Nike Dunk Low Panda Retro Black and White 44,55.0,NIKE,NOIR,44,https://www.vinted.fr/items/3889884514-nike-dunk-low-panda-retro-black-and-white-44?referrer=catalog,https://images1.vinted.net/t/01_024e8_grNRVGcy66yWwp41Ln3ucYr9/310x430/1702811284.jpeg?s=1d6b395cb2a6f5c9131548e76d9193b45cf7ab47,"KÄERJENG, LUXEMBOURG",Men
592,Nike dunk low SCRAP,80.0,NIKE,"NOIR, MARINE",40,https://www.vinted.fr/items/3885806661-nike-dunk-low-scrap?referrer=catalog,https://images1.vinted.net/t/03_00e53_tUeVB1KqzEwGLSNQKktykD9B/310x430/1702668161.jpeg?s=cbcad87541ef51841a211d843be74392ef194669,FRANCE,Men
593,Nike Dunk Low Retro White Grey,109.0,NIKE,"GRIS, BLANC",42,https://www.vinted.fr/items/3890950206-nike-dunk-low-retro-white-grey?referrer=catalog,https://images1.vinted.net/t/01_02573_o7XTXPWy2Gybq7W8VCCweG4b/310x430/1702824988.jpeg?s=33f50ec0dbb6bfafb0191c02d2277ab045f73776,"CHOISY-LE-ROI, FRANCE",Men
