Unnamed: 0,Title,Price,Brand,Color,Size,Link,Image Source,Localisation,Gender,Approximate Carbon Footprint (kg CO2),Approximative Carbon Print from Ordering on Nike (kg CO2/ton),Carbon Profit (kg CO2),Average price of the product on Nike,Profit Made
0,Dunk low ,1.0,NIKE,"BLANC, BLEU","44,5",https://www.vinted.fr/items/3890663184-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_0186f_nVyJSyued5T5HETphB6NmhFC/310x430/1702821413.jpeg?s=37fa88456929ada99204495b956c9385040414c6,"GIF-SUR-YVETTE, FRANCE",Men,4.698729400689654,405,400.3012705993103,115.88870967741933,114.88870967741933
51,Stikers autocollants Nike Dunk low Off-White et Air Jordan 1 adolescents divertissement ,3.5,NIKE,MULTICOLORE,Taille non spécifiée,https://www.vinted.fr/items/3832550323-stikers-autocollants-nike-dunk-low-off-white-et-air-jordan-1-adolescents-divertissement?referrer=catalog,https://images1.vinted.net/t/02_003d4_6uf2Pfz6Egv9DABQua6R922Y/310x430/1701440173.jpeg?s=04f370d6fa27b67163dd1bc7027facf93a66ade1,FRANCE,Kid,50.58615778249138,405,354.4138422175086,115.88870967741933,112.38870967741933
49,dunk low,5.0,NIKE,"BLANC, ROUGE",36.5,https://www.vinted.fr/items/3775343147-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_01d04_8P1JeNMQsjqVbdXzYUrjfVjq/310x430/1700312218.jpeg?s=99d344e6c14c1d0aa9d0a21799838c6c9ab30864,"BUSIGNY, FRANCE",Women,30.815127724342133,405,374.1848722756579,115.88870967741933,110.88870967741933
32,Nike dunk,9.0,NIKE,"NOIR, BLANC",24,https://www.vinted.fr/items/3798792190-nike-dunk?referrer=catalog,https://images1.vinted.net/t/01_01adb_QX91JnAe3KSL3HX3nVtVeAmH/310x430/1700742235.jpeg?s=984e4704ffd3921d59fdf97a7fdfca1456a3b705,"ÉPINAY-SUR-SEINE, FRANCE",Kid,2.203805046788619,405,402.7961949532114,115.88870967741933,106.88870967741933
18,Nike dunk bambino/a,10.0,NIKE,"NOIR, BLANC",28,https://www.vinted.fr/items/3884037167-nike-dunk-bambinoa?referrer=catalog,https://images1.vinted.net/t/02_00e82_hYs9ZuocyqrxVyPCnJpV1a7z/310x430/1702633357.jpeg?s=81510eb76631a6f7cead237ff0cea6ff849c167b,"TORINO, ITALIE",Kid,116.90438665758748,405,288.09561334241255,115.88870967741933,105.88870967741933
767,Basket Nike dunk,10.0,NIKE,NOIR,40,https://www.vinted.fr/items/1365409873-basket-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_0108c_V1BRpjchFKy7T3hk1KTJHZn7/310x430/1633881966.jpeg?s=adee0e70005518426e8ce0d09e9bc3a34d1e8203,"REIMS, FRANCE",Women,26.12403960499953,405,378.87596039500045,115.88870967741933,105.88870967741933
949,Nike dunk ,11.0,NIKE,GRIS,42,https://www.vinted.fr/items/3881865910-nike-dunk?referrer=catalog,https://images1.vinted.net/t/02_01869_3tPWbNVrHCYKUu8HSuMuyc4a/310x430/1702560808.jpeg?s=ecfaa0c7ccf75aa6adb638fa4abd100b950b3871,"ROMA, ITALIE",Women,221.3258796064532,405,183.6741203935468,115.88870967741933,104.88870967741933
71,Nike dunk ,11.0,NIKE,GRIS,42,https://www.vinted.fr/items/3881865910-nike-dunk?referrer=catalog,https://images1.vinted.net/t/02_01869_3tPWbNVrHCYKUu8HSuMuyc4a/310x430/1702560808.jpeg?s=ecfaa0c7ccf75aa6adb638fa4abd100b950b3871,"ROMA, ITALIE",Women,221.3258796064532,405,183.6741203935468,115.88870967741933,104.88870967741933
18,Pull zippé Nike crème vintage,14.95,NIKE,"BLANC, CRÈME",XL,https://www.vinted.fr/items/3883078368-pull-zippe-nike-creme-vintage?referrer=catalog,https://images1.vinted.net/t/02_00896_jiEs13JAfUZU1sQZsnPiYauJ/310x430/1702582426.jpeg?s=b1fd3a5dbcece0d2f3e178abd68b8c110e065b65,"HERBÉVILLER, FRANCE",Men,65.11333324446797,405,339.886666755532,115.88870967741933,100.93870967741933
77,Nike dunk,15.0,NIKE,NOIR,24,https://www.vinted.fr/items/3850955343-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_0072d_ctpgWjSwrycmsxBBfedwPxdv/310x430/1701856164.jpeg?s=75b8f7903c1ee9f7ba36fd642271b0e388e312b4,"CALAIS, FRANCE",Kid,47.16998238241485,405,357.83001761758516,115.88870967741933,100.88870967741933
30,Basket dunk enfant ,15.0,NIKE,"NOIR, BLANC",25,https://www.vinted.fr/items/3878637963-basket-dunk-enfant?referrer=catalog,https://images1.vinted.net/t/02_010b8_KjqqR5peATYiD6WSdwc3LhN6/310x430/1702474919.jpeg?s=eec00d22f3c96418275bfce8fe5782af399286d0,"GRASSE, FRANCE",Kid,135.30028994408016,405,269.6997100559198,115.88870967741933,100.88870967741933
40,Basket Nike dunk low bébé ,15.0,NIKE,GRIS,18,https://www.vinted.fr/items/3861699842-basket-nike-dunk-low-bebe?referrer=catalog,https://images1.vinted.net/t/01_01e46_1uXRm3Hog5Na3Ks7wVxbNbHD/310x430/1702118152.jpeg?s=135cd37723325564177f562466e1e468fb555fe7,FRANCE,Kid,50.58615778249138,405,354.4138422175086,115.88870967741933,100.88870967741933
1,Nike dunk low medium curry,15.0,NIKE,"BEIGE, MARRON",42,https://www.vinted.fr/items/3891813762-nike-dunk-low-medium-curry?referrer=catalog,https://images1.vinted.net/t/03_02165_aQWPKUppUszm2AX9Y1ZNcMKV/310x430/1702837000.jpeg?s=d946317f45fe02fa840336ea32189c418f216135,"LA RONDE, FRANCE",Men,74.07288771330805,405,330.92711228669197,115.88870967741933,100.88870967741933
125,Nike dunk,15.0,NIKE,BLANC,44,https://www.vinted.fr/items/3850854109-nike-dunk?referrer=catalog,https://images1.vinted.net/t/01_018e3_x3iNahhdbbPc3znCugAhApyP/310x430/1701854486.jpeg?s=be539c1d95cf47b278553a781a59e202129511cf,"RAMBERVILLERS, FRANCE",Men,64.1914998955019,405,340.8085001044981,115.88870967741933,100.88870967741933
115,Nike Dunk compensé,15.0,NIKE,"BLEU, BLANC",39,https://www.vinted.fr/items/3321511064-nike-dunk-compense?referrer=catalog,https://images1.vinted.net/t/01_00670_JHYKE9S1KnQBG3yAkzfgJ741/310x430/1691338059.jpeg?s=4186d7d1ae8dc9ed0992b3a1aa5c9f2f2d13b888,FRANCE,Women,50.58615778249138,405,354.4138422175086,115.88870967741933,100.88870967741933
70,Basket NIKE ,15.0,NIKE,"NOIR, BLANC",23,https://www.vinted.fr/items/3877187577-basket-nike?referrer=catalog,https://images1.vinted.net/t/01_024b4_1J8XrbTcUjQwjBDWFHpjimJL/310x430/1702421722.jpeg?s=3fc717dbe065d3caead3453b5bd2439a877e1b56,"SURVILLIERS, FRANCE",Kid,6.144652145402888,405,398.8553478545971,115.88870967741933,100.88870967741933
0,Nike dunk bébé grise taille 25 ,15.0,NIKE,GRIS,25,https://www.vinted.fr/items/3888601040-nike-dunk-bebe-grise-taille-25?referrer=catalog,https://images1.vinted.net/t/01_015e7_CeyX15woowk9EaWaXGTuVppp/310x430/1702752349.jpeg?s=9e6397d88bfff52a1b1944b43dd7965d884517e6,"SAINT-AVOLD, FRANCE",Kid,63.98590005233265,405,341.0140999476673,115.88870967741933,100.88870967741933
83,# Nike # vintage # ,15.0,NIKE,MARINE,M,https://www.vinted.fr/items/3205640432-nike-vintage,https://images1.vinted.net/t/01_00ca0_xMJ3oiCjJN5dyvZgqxtoRu5S/310x430/1688465267.jpeg?s=1e3bae27b29c2fe227e8c44d0fbb279a242a6bec,"ORDIZIA, ESPAGNE",Kid,146.82367908886303,405,258.17632091113694,115.88870967741933,100.88870967741933
123,"Rode Nike dunks high. Maat 37,5",17.5,NIKE,"NOIR, ROUGE",Autre,https://www.vinted.fr/items/3890649323-rode-nike-dunks-high-maat-375?referrer=catalog,https://images1.vinted.net/t/01_01804_xFGEpxr3fvm9ZF2m8mT7bvxa/310x430/1702821242.jpeg?s=45170a55244aa108e9116e7324836a9dbe5bf8e5,"SPIJKENISSE, PAYS-BAS",Men,72.21507907444378,405,332.7849209255562,115.88870967741933,98.38870967741933
89,Dunk low bébé bleu et noir ,18.0,NIKE,"NOIR, BLEU",23,https://www.vinted.fr/items/3855599701-dunk-low-bebe-bleu-et-noir?referrer=catalog,https://images1.vinted.net/t/01_00a66_7S2bX6pjNKusQsRxBvajCFg1/310x430/1701956593.jpeg?s=0aaf4cb7555e3421309178e75f377159a8255117,"COURCOURONNES, FRANCE",Kid,5.27888477541794,405,399.72111522458204,115.88870967741933,97.88870967741933
242,Dunk Sky nike ,19.0,NIKE,"NOIR, BLANC",39,https://www.vinted.fr/items/3638550660-dunk-sky-nike?referrer=catalog,https://images1.vinted.net/t/01_019b3_nUVoHojX57tobChfbh6ByTXa/310x430/1697830333.jpeg?s=ad22fc90ad2e4785af565e196681dcda883a2dfa,"LA QUEUE-EN-BRIE, FRANCE",Women,3.5877514179288634,405,401.41224858207113,115.88870967741933,96.88870967741933
67,Sneakers Kids ‘ Nike Dunk low ‘ ,20.0,NIKE,"LILA, TURQUOISE",22,https://www.vinted.fr/items/3860310131-sneakers-kids-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_009b2_8g2w3eAGpjYCZHnr2fEaox3x/310x430/1702062515.jpeg?s=ca495d891a485e4f25dbe0e899cc5efb17843bed,FRANCE,Kid,50.58615778249138,405,354.4138422175086,115.88870967741933,95.88870967741933
34,NIKE Dunk fucsia ,20.0,NIKE,"BLANC, ROSE",38.5,https://www.vinted.fr/items/3878243791-nike-dunk-fucsia?referrer=catalog,https://images1.vinted.net/t/03_0013f_Qh1R2v2j6pWgxndtBjYViu5s/310x430/1702482704.jpeg?s=71e7f4e45b8e4db0cdc66eb456270d14c7e089ae,"SALVATERRA, ITALIE",Women,159.52680096935316,405,245.47319903064684,115.88870967741933,95.88870967741933
4,Nike dunk panda ,20.0,NIKE,NOIR,22,https://www.vinted.fr/items/3891578411-nike-dunk-panda?referrer=catalog,https://images1.vinted.net/t/02_01ec4_VPynArmndgo7kQ6FNgxPxYRK/310x430/1702833553.jpeg?s=bb09fa80d2b1d2986a6c07fc588ec8b6e1ba8767,"PAVILLY, FRANCE",Kid,25.799365652029277,405,379.2006343479707,115.88870967741933,95.88870967741933
176,Nike dunk low,20.0,NIKE,"GRIS, VERT",37.5,https://www.vinted.fr/items/3225214200-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/02_0130f_iRBnkxNTdfPeWCAxTXCDuUMr/310x430/1688962440.jpeg?s=771d0236ce3f3d1a1cb6c23dae83d645bb7d08cc,"CHARBONNIÈRES-LES-VIEILLES, FRANCE",Women,64.36169788044532,405,340.6383021195547,115.88870967741933,95.88870967741933
74,Nike rose noir,20.0,NIKE,"NOIR, ROSE",35,https://www.vinted.fr/items/3877857945-nike-rose-noir?referrer=catalog,https://images1.vinted.net/t/03_01af2_cGZff1FCBgqcnvCGRfYMURus/310x430/1702463129.jpeg?s=c77d92f82c2fa50cb15153c8649c99b101078012,"PERPIGNAN, FRANCE",Kid,137.1495115465009,405,267.8504884534991,115.88870967741933,95.88870967741933
6,Baskets Nike Style Dunk High ,20.0,NIKE,BLANC,"42,5",https://www.vinted.fr/items/3889215428-baskets-nike-style-dunk-high?referrer=catalog,https://images1.vinted.net/t/01_02042_UcrvwZWbgcnLEjJaap5p3q5K/310x430/1702787361.jpeg?s=553589904372da915c8e59a2136c6ee8b91685f1,"MEYREUIL, FRANCE",Men,128.83954782167663,405,276.16045217832334,115.88870967741933,95.88870967741933
3,Nike dunk high Varsity purple 2010,21.0,NIKE,"BLANC, VIOLET",42,https://www.vinted.fr/items/3890405989-nike-dunk-high-varsity-purple-2010?referrer=catalog,https://images1.vinted.net/t/02_01b88_PjUXazfmn1Fak29WiaH95ozZ/310x430/1702818176.jpeg?s=a16ebb773f1d1d9895e92d59b8f198034ce90990,FRANCE,Men,50.58615778249138,405,354.4138422175086,115.88870967741933,94.88870967741933
99,Nike Blazer Low Leather voltage purple 38.5,22.0,NIKE,"BLANC, VIOLET",38.5,https://www.vinted.fr/items/3886132626-nike-blazer-low-leather-voltage-purple-385?referrer=catalog,https://images1.vinted.net/t/01_0127d_7v2LM53H8CvtHW6DqaNun6PC/310x430/1702677058.jpeg?s=63c2ae31321359b1d144f78ba9bcf150f6789b0a,"LE BEAUSSET, FRANCE",Women,136.6034506740812,405,268.39654932591884,115.88870967741933,93.88870967741933
88,Nike dunk low enfant taille 39,23.0,NIKE,"GRIS, ROUGE",39,https://www.vinted.fr/items/3885062346-nike-dunk-low-enfant-taille-39?referrer=catalog,https://images1.vinted.net/t/02_00357_bAu6oDcAg4rvBVeVwKuirfGz/310x430/1702652102.jpeg?s=1f7afc1fa86aaa226f89a84835ec2cbd5587c6da,"BORDEAUX, FRANCE",Kid,99.83489114488926,405,305.16510885511076,115.88870967741933,92.88870967741933
40,🔥baskets Nike 🔥,24.9,NIKE,"BLANC, BEIGE",38,https://www.vinted.fr/items/3883021591-baskets-nike?referrer=catalog,https://images1.vinted.net/t/01_0076c_5SL5KxZJ2xEEiWUMFcHn6znC/310x430/1702581343.jpeg?s=d15b2234dd41cb7d33de4841f46e28410aa29238,FRANCE,Women,50.58615778249138,405,354.4138422175086,115.88870967741933,90.98870967741934
837,Dunk Low (Apenas um sapato),25.0,NIKE,"BLANC, BEIGE",42.5,https://www.vinted.fr/items/3883478564-dunk-low-apenas-um-sapato?referrer=catalog,https://images1.vinted.net/t/03_01bb9_U1DAbfqNqqZLDEZU8tttzkba/310x430/1702590663.jpeg?s=85dec1ec4c317ba8168acdb544ffba4a85716452,PORTUGAL,Women,263.69843300448423,405,141.30156699551577,115.88870967741933,90.88870967741933
752,Dunk high ,25.0,NIKE,"NOIR, ROSE",38.5,https://www.vinted.fr/items/274124095-dunk-high?referrer=catalog,https://images1.vinted.net/t/01_019cc_6YZTZCc9itY3sUkK9dyxWKng/310x430/1602378836.jpeg?s=765ec3284cd4099511021735073be9c79b6b7019,FRANCE,Women,50.58615778249138,405,354.4138422175086,115.88870967741933,90.88870967741933
228,nike dunk ,25.0,NIKE,"BLANC, MULTICOLORE",36,https://www.vinted.fr/items/3876716717-nike-dunk?referrer=catalog,https://images1.vinted.net/t/02_00b01_pqTh54EaTm1Zw97zd811jxPB/310x430/1702411601.jpeg?s=ef01015fd28b9b5d4010314d5c845f9bb35f52ca,"A CORUÑA, ESPAGNE",Women,205.80143207397788,405,199.19856792602212,115.88870967741933,90.88870967741933
161,Dunk higt blanc beige en taille 38.5 ,25.0,NIKE,"BLANC, BEIGE",38.5,https://www.vinted.fr/items/3886947427-dunk-higt-blanc-beige-en-taille-385?referrer=catalog,https://images1.vinted.net/t/02_01a40_gDwFkevgTTCxMw1WdkMUDo5K/310x430/1702724786.jpeg?s=03a4e2cf2ddca20f977e69ccbeb7d654657981c5,FRANCE,Women,50.58615778249138,405,354.4138422175086,115.88870967741933,90.88870967741933
91,T-shirt Nike DB x Concepts  blanc ,25.0,NIKE,BLANC,L,https://www.vinted.fr/items/3891420028-t-shirt-nike-db-x-concepts-blanc?referrer=catalog,https://images1.vinted.net/t/03_003f5_8517G6pHwTDrDZviacZLhHJc/310x430/1702831273.jpeg?s=a2475eb694796787cd43ec1a572b6cc399da8a95,"MASTAING, FRANCE",Men,35.05185994465955,405,369.94814005534045,115.88870967741933,90.88870967741933
0,Dunk Low (Apenas um sapato),25.0,NIKE,"BLANC, BEIGE",42.5,https://www.vinted.fr/items/3883478564-dunk-low-apenas-um-sapato?referrer=catalog,https://images1.vinted.net/t/03_01bb9_U1DAbfqNqqZLDEZU8tttzkba/310x430/1702590663.jpeg?s=85dec1ec4c317ba8168acdb544ffba4a85716452,PORTUGAL,Women,263.69843300448423,405,141.30156699551577,115.88870967741933,90.88870967741933
596,Chaussures Nike,25.0,NIKE,"NOIR, BLANC",43,https://www.vinted.fr/items/3886961792-chaussures-nike?referrer=catalog,https://images1.vinted.net/t/02_0085e_KZHdptR3JND1GQhNr5LR2Ycy/310x430/1702725007.jpeg?s=50fad50292251edfb270172830c8bb5f4db9aa3b,"SARE, FRANCE",Men,137.38018623433706,405,267.6198137656629,115.88870967741933,90.88870967741933
74,Nike dunk low maat 37.5,25.0,NIKE,"NOIR, BLANC",37.5,https://www.vinted.fr/items/3887831102-nike-dunk-low-maat-375?referrer=catalog,https://images1.vinted.net/t/01_017ef_G5R7PRTcSXyzaKiT2NPS5Vm9/310x430/1702738185.jpeg?s=6bb3b8dc492514bf698daf8bf40dffde456a1dac,"ZOETERMEER, PAYS-BAS",Women,77.5035092222367,405,327.4964907777633,115.88870967741933,90.88870967741933
68,dunk low panda 42,25.0,NIKE,NOIR,40,https://www.vinted.fr/items/3881701486-dunk-low-panda-42?referrer=catalog,https://images1.vinted.net/t/01_007c9_fg65kgdWZCwH164EwHhZ4dzR/310x430/1702558140.jpeg?s=c35f4158667b6e9ee73f01a163e36f7ddb4658df,"GRAVINA IN PUGLIA, ITALIE",Kid,284.55237058824326,405,120.44762941175674,115.88870967741933,90.88870967741933
54,Nike dunk low 21,25.0,NIKE,NOIR,21,https://www.vinted.fr/items/3891476681-nike-dunk-low-21?referrer=catalog,https://images1.vinted.net/t/01_023a6_h3mgFQrdx1nfE9YEyu6QoQsM/310x430/1702832082.jpeg?s=21542eb6657156a36f102b9cc717ba6d0daa15a3,"ISTRES, FRANCE",Kid,125.53401711386742,405,279.46598288613256,115.88870967741933,90.88870967741933
87,Nike Dunk low ,25.0,NIKE,"BLEU, JAUNE",36.5,https://www.vinted.fr/items/3887034822-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/03_00be9_2s3pvBdTkcp2JRfQr4sK7ye9/310x430/1702726146.jpeg?s=d3f85ebbd37b3a64db16829e903e8fc81ba1753b,"FONTENAY-SOUS-BOIS, FRANCE",Women,1.8091932437957476,405,403.19080675620427,115.88870967741933,90.88870967741933
20,Dunk low fille garçon ,25.0,NIKE,"BLEU CLAIR, TURQUOISE",35,https://www.vinted.fr/items/3878422993-dunk-low-fille-garcon?referrer=catalog,https://images1.vinted.net/t/01_00601_mNECYkgnQLCfGVt6Qyiqzbm1/310x430/1702471841.jpeg?s=f64f0dfa1ba4be784570785cb36df9df15cb8619,"PONTAULT-COMBAULT, FRANCE",Women,3.9385644853525097,405,401.0614355146475,115.88870967741933,90.88870967741933
22,Dunk higt en blanc orange en taille  38.5 ,25.0,NIKE,"BLANC, ORANGE",38.5,https://www.vinted.fr/items/3886956766-dunk-higt-en-blanc-orange-en-taille-385?referrer=catalog,https://images1.vinted.net/t/02_023ce_eCn5kc7wabnDV8vEL3jqFUXg/310x430/1702724929.jpeg?s=936c30736c78823072396353de932f56a1b60128,FRANCE,Women,50.58615778249138,405,354.4138422175086,115.88870967741933,90.88870967741933
7,Nike Dunk Low,25.0,NIKE,"BORDEAUX, ROSE",23,https://www.vinted.fr/items/3873554339-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_024e8_jqUyU4pNkU576M4uKren2hMX/310x430/1702330778.jpeg?s=e952e0e9026a3ac3008ff3d46f653736c05fd412,FRANCE,Kid,50.58615778249138,405,354.4138422175086,115.88870967741933,90.88870967741933
16,Nike Dunk Low. 36,25.0,NIKE,"BLANC, BLEU",36,https://www.vinted.fr/items/3890049118-nike-dunk-low-36?referrer=catalog,https://images1.vinted.net/t/02_005f7_rv83bmKAptRC3zTG1N8jxBXa/310x430/1702813610.jpeg?s=0e5359ed8cc7a727c154d61bd61c835bd46dd4f4,ESPAGNE,Kid,240.81968736838846,405,164.18031263161154,115.88870967741933,90.88870967741933
600,Chaussures Nike,25.0,NIKE,"NOIR, BLANC",43,https://www.vinted.fr/items/3886961792-chaussures-nike?referrer=catalog,https://images1.vinted.net/t/02_0085e_KZHdptR3JND1GQhNr5LR2Ycy/310x430/1702725007.jpeg?s=50fad50292251edfb270172830c8bb5f4db9aa3b,"SARE, FRANCE",Men,137.38018623433706,405,267.6198137656629,115.88870967741933,90.88870967741933
995,Nike dunk,25.0,NIKE,NOIR,44,https://www.vinted.fr/items/226081177-nike-dunk?referrer=catalog,https://images1.vinted.net/t/01_01b31_KfZYd35qaeVMwha3hwPi5GUz/310x430/1601793127.jpeg?s=45d5464287136c10b22dc12085c7b3e8274334e6,"MARSEILLE 06, FRANCE",Men,132.36009877796312,405,272.6399012220369,115.88870967741933,90.88870967741933
1,Dunk Nike enfant ,25.0,NIKE,"NOIR, BLANC",22,https://www.vinted.fr/items/3883877271-dunk-nike-enfant?referrer=catalog,https://images1.vinted.net/t/03_026a5_y3xvsokifWuVH4Xf8StYCD6E/310x430/1702629497.jpeg?s=6d532da8835bc481a0d630afdc33a0eca33e92fb,"REMERSDAAL, BELGIQUE",Kid,65.68201288818703,405,339.31798711181295,115.88870967741933,90.88870967741933
10,"Nike dunk maat 23,5 (eur)",27.5,NIKE,BORDEAUX,23,https://www.vinted.fr/items/3880103244-nike-dunk-maat-235-eur?referrer=catalog,https://images1.vinted.net/t/02_01609_AKrCUxeUMsfbA6Dh3YGjLoX4/310x430/1702497690.jpeg?s=d7713f3e0bd0b1b66efa445c4a780b0564b23b44,"MUIDEN, PAYS-BAS",Kid,86.3149459594875,405,318.6850540405125,115.88870967741933,88.38870967741933
52,Dunk Pink 28.5,28.0,NIKE,"ROSE, ROSE",28,https://www.vinted.fr/items/3865571230-dunk-pink-285?referrer=catalog,https://images1.vinted.net/t/03_02301_y9PU19EZmJtfEbsCuaYXtjmm/310x430/1702202422.jpeg?s=33c248c920a4f42b45b02d32ec9f26c8c7123b4b,"AMILLY, FRANCE",Kid,16.8786253614488,405,388.1213746385512,115.88870967741933,87.88870967741933
63,Basket Nike ,28.0,NIKE,"BLANC, BLEU",24,https://www.vinted.fr/items/3881112693-basket-nike?referrer=catalog,https://images1.vinted.net/t/01_01b40_vqrj9YqS7ZozpL8ohrxGNwEu/310x430/1702548085.jpeg?s=0d34193fd3c464fe949a213a73f371c4ed8c412d,"PLAISANCE-DU-TOUCH, FRANCE",Kid,118.74812201096438,405,286.2518779890356,115.88870967741933,87.88870967741933
71,Dunk low grise ,28.0,NIKE,"GRIS, BLANC",29,https://www.vinted.fr/items/3882860409-dunk-low-grise?referrer=catalog,https://images1.vinted.net/t/02_01895_HrafttPDB96Yqm5DK8KJF42Z/310x430/1702578240.jpeg?s=de7f9237a8b97bf91eadc0c3c1fd41e332427478,FRANCE,Kid,50.58615778249138,405,354.4138422175086,115.88870967741933,87.88870967741933
167,Dunk High ,29.0,NIKE,"GRIS, BLANC",40,https://www.vinted.fr/items/3851434527-dunk-high?referrer=catalog,https://images1.vinted.net/t/01_01668_pBh1mkAdfsPTdqk7fPAxDW6r/310x430/1701862954.jpeg?s=3645f4599ed36b3fa75c62f3a395c1c74c9a08bf,"PÉRIGUEUX, FRANCE",Men,85.19901653718445,405,319.80098346281557,115.88870967741933,86.88870967741933
5,Dunk beige et blanche ,29.0,NIKE,"GRIS, BEIGE",38.5,https://www.vinted.fr/items/3879270498-dunk-beige-et-blanche?referrer=catalog,https://images1.vinted.net/t/02_00d67_8m1ygFoKDta7CskfA2dW2Aj5/310x430/1702484076.jpeg?s=cb1448d80d0898c556dc4d50598d8690eb8edc91,FRANCE,Women,50.58615778249138,405,354.4138422175086,115.88870967741933,86.88870967741933
6,"Nike dunk low enfant 27,5",29.0,NIKE,"NOIR, BLANC",27,https://www.vinted.fr/items/3875148342-nike-dunk-low-enfant-275?referrer=catalog,https://images1.vinted.net/t/02_0012d_aXSJpJ2zfiP2H5w6BJGQD1Pn/310x430/1702387203.jpeg?s=9fd990da167585e9d648128dbf3fd57f55cf3212,"MARSEILLE 10, FRANCE",Kid,132.81710858298666,405,272.18289141701337,115.88870967741933,86.88870967741933
163,Gilet Nike Bleu Taille L,29.9,NIKE,"BLEU, MARINE",L,https://www.vinted.fr/items/3866011724-gilet-nike-bleu-taille-l?referrer=catalog,https://images1.vinted.net/t/03_00c59_kHRtkrwxGGvQbdRJGXHiFBVR/310x430/1702206792.jpeg?s=7b434c9c77d71ce7fc4eb364765d9ec8eb1a014b,"LILLE, FRANCE",Men,40.900527784952054,405,364.09947221504797,115.88870967741933,85.98870967741934
219,dunk low,30.0,NIKE,"BLANC, BEIGE",35.5,https://www.vinted.fr/items/3868626546-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_026a2_P7RTewPugnseaU4PTi6xdqF2/310x430/1702230764.jpeg?s=c50f0976b0755fd81d30c88a57310de84d0f2b05,FRANCE,Women,50.58615778249138,405,354.4138422175086,115.88870967741933,85.88870967741933
91,Basket Nike Dunk ,30.0,NIKE,"BLANC, BLEU CLAIR",31,https://www.vinted.fr/items/3880948051-basket-nike-dunk?referrer=catalog,https://images1.vinted.net/t/02_0225e_CRLVf5CkdhQj7iFPiba6kfWR/310x430/1702544763.jpeg?s=1b20f4b37ed493354bf4799bd009b6a65fccab1a,FRANCE,Kid,50.58615778249138,405,354.4138422175086,115.88870967741933,85.88870967741933
84,Nike dunk low panda portées 2 fois,30.0,NIKE,"NOIR, BLANC",27,https://www.vinted.fr/items/3887307632-nike-dunk-low-panda-portees-2-fois?referrer=catalog,https://images1.vinted.net/t/03_01422_4frxd4yWbics26KMipk679ZT/310x430/1702730417.jpeg?s=90b0c30aa301f3e0026e48147d78f9eb0e6472d2,FRANCE,Kid,50.58615778249138,405,354.4138422175086,115.88870967741933,85.88870967741933
86,Dunk vert,30.0,NIKE,VERT,35,https://www.vinted.fr/items/3874887322-dunk-vert?referrer=catalog,https://images1.vinted.net/t/03_01b50_1BoF4pWBrrBrzatVWYaLcZbd/310x430/1702383365.jpeg?s=000d4c659030841724bd2c9a55490d92baf3725f,"SAINT-HILAIRE-D'OZILHAN, FRANCE",Kid,113.95085289634106,405,291.0491471036589,115.88870967741933,85.88870967741933
94,Nike dunk ,30.0,NIKE,"NOIR, BLANC",38.5,https://www.vinted.fr/items/3879962803-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_0122e_UNADSU8DNKkBNE7wu25WQtwg/310x430/1702495334.jpeg?s=f6b0239bd09d623cc907f7a4b731ba8db4492371,"LILLE, FRANCE",Women,40.900527784952054,405,364.09947221504797,115.88870967741933,85.88870967741933
79,Nike dunk low panda ,30.0,NIKE,,24,https://www.vinted.fr/items/3892047063-nike-dunk-low-panda?referrer=catalog,https://images1.vinted.net/t/03_022bb_ooisEGPXxUy1822A9JKQodjM/310x430/1702840753.jpeg?s=4311e6115e0e8e819e202fd74727efb9761be1a3,,Kid,142.40416917163085,405,262.5958308283691,115.88870967741933,85.88870967741933
195,Nike dunk low,30.0,NIKE,"BLANC, BLEU",38,https://www.vinted.fr/items/3856585569-nike-dunk-low?referrer=catalog,https://images1.vinted.net/t/01_01ad6_wcCo1u4Ev9B1iEEUUQkpigY2/310x430/1701971709.jpeg?s=94372ba5ac99ed3f9f691cb20b57f7233fbde2a4,"SASSENAGE, FRANCE",Women,95.47349531104692,405,309.5265046889531,115.88870967741933,85.88870967741933
193,Scarpe non autentiche (Nike Dunk),30.0,NIKE,"BLANC, VERT FONCÉ",39,https://www.vinted.fr/items/3890538442-scarpe-non-autentiche-nike-dunk?referrer=catalog,https://images1.vinted.net/t/03_024e5_CqmikeYAqWyFyX9J4dWv8Wt5/310x430/1702819852.jpeg?s=c14be81cb454934b19a949ab0d68730029275f52,"BAGNO A RIPOLI, ITALIE",Men,178.5891988056195,405,226.4108011943805,115.88870967741933,85.88870967741933
