Title;Price;Brand;Color;Size;Link;Image Source;Localisation;Gender;Approximate Carbon Footprint (kg CO2);Approximative Carbon Print from Ordering on Nike (kg CO2/ton);Carbon Profit (kg CO2);Average price of the product on Nike;Profit Made;
Nike blazer ;15.0;NIKE;BLANC;36.0;https://www.vinted.fr/items/3112065348-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_01902_rk1UTyYCgHE9uESFDTJTWUmk/310x430/1686170798.jpeg?s=dcc43b781aa49f7dd0612b22e6ab079bd7023763;LENONCOURT, FRANCE;Women;58.24444480560748;405;346.7555551943925;88.6856756756756;73.6856756756756;
Nike blazer ;15.0;NIKE;BLANC;36.5;https://www.vinted.fr/items/3879479844-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_0195b_iXxuCzC4uRDM7FsKfu9HAHPr/310x430/1702487371.jpeg?s=5d24431836ffaf6de2b50817bb88d30677845f8d;BASAURI, ESPAGNE;Women;148.9329433896227;405;256.06705661037734;88.6856756756756;73.6856756756756;
nike blazer mid;15.0;NIKE;BLANC, VERT;17;https://www.vinted.fr/items/3879910565-nike-blazer-mid?referrer=catalog;https://images1.vinted.net/t/03_0258c_UvpEKWFqLxJs5wGqPXMifbBr/310x430/1702494455.jpeg?s=271aa3696a16df0f96fb8890245d9c560e8c09fe;DORDRECHT, PAYS-BAS;Kid;73.29148483385164;405;331.70851516614835;88.6856756756756;73.6856756756756;
Nike Blazers Enfant;15.0;NIKE;GRIS, BLANC;23;https://www.vinted.fr/items/3847205623-nike-blazers-enfant?referrer=catalog;https://images1.vinted.net/t/02_0134a_t2DGcGDRqNPPiYLHoKBerMT4/310x430/1701765918.jpeg?s=53c6a6e264e32da4211d8883472e68a944bff18b;ROQUES, FRANCE;Kid;119.79022324064645;405;285.20977675935353;88.6856756756756;73.6856756756756;
Nike blazer mid 38.5;15.0;NIKE;NOIR;38.5;https://www.vinted.fr/items/3873257260-nike-blazer-mid-385?referrer=catalog;https://images1.vinted.net/t/03_01221_ep7shZsptrsw1LfqiV2Bhqsn/310x430/1702326153.jpeg?s=5fed4ce7b88699eb92544295f3293abbeb6c3de6;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
Blazer nike ;15.0;NIKE;BLANC;17;https://www.vinted.fr/items/3771783498-blazer-nike?referrer=catalog;https://images1.vinted.net/t/01_01432_fyAjFAMb4U5y2rmYE6wJjYbF/310x430/1700231412.jpeg?s=7e4ee54ed073f05de7dde24c15204b98cd198d24;FRANCE;Kid;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
Nike blazer mid ;15.0;NIKE;NOIR, BLANC;17;https://www.vinted.fr/items/3852709756-nike-blazer-mid?referrer=catalog;https://images1.vinted.net/t/02_00bcb_2HRTg4XksjnojodDFq9nQxec/310x430/1701880086.jpeg?s=2114b89af87af1a914e45869c1b7fe46256aef09;FRANCE;Kid;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;NOIR, ROUGE;38.0;https://www.vinted.fr/items/2049839489-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_00efb_pGBvonjWotWh3Dme8MnzYbGs/310x430/1658414191.jpeg?s=f33e0340817859fead8b832ae537672918acc4f4;PARIS, FRANCE;Women;0.0888444020338186;405;404.9111555979662;88.6856756756756;73.6856756756756;
Nike blazer bébé pointure 16;15.0;NIKE;NOIR;16;https://www.vinted.fr/items/3859473217-nike-blazer-bebe-pointure-16?referrer=catalog;https://images1.vinted.net/t/01_02270_EjoGCmXXkQZdWGMm7yFcoSHr/310x430/1702048714.jpeg?s=11d34c46f81f79cf5d29dbf528ce9494947769a8;SAINT-LUMIER-EN-CHAMPAGNE, FRANCE;Kid;33.42715003439933;405;371.57284996560065;88.6856756756756;73.6856756756756;
nike blazer ;15.0;NIKE;NOIR, BEIGE;40.5;https://www.vinted.fr/items/3779520306-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_01d7e_mUW8ARMZUJpDEdX1ftitVMb1/310x430/1700391807.jpeg?s=4241c9f85a742af382fb6dbd6f499d5d3de8db4d;ORTHEVIELLE, FRANCE;Women;129.67214041995197;405;275.327859580048;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;BLANC, BLEU;38.0;https://www.vinted.fr/items/3815495792-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_01c40_BZDEWtfmTNgg9Gqpph7VpM4b/310x430/1701077086.jpeg?s=7b9f1e8c501f8bb6cfe71bf8ed851ac7724d76a1;CASTELNAUDARY, FRANCE;Women;123.25368042204748;405;281.74631957795253;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;NOIR;39.0;https://www.vinted.fr/items/1395113483-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_00f1c_Gg8v586K6o8hsNRRURUwTAot/310x430/1635062330.jpeg?s=be3d8463b425fdbe59dfcaa4a9edd334b9f0205b;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
Blazer nike bébé ;15.0;NIKE;NOIR, BLANC;18;https://www.vinted.fr/items/3880963273-blazer-nike-bebe?referrer=catalog;https://images1.vinted.net/t/02_00ebc_VwDPRo5fzVN133oVvKZG8rpf/310x430/1702545116.jpeg?s=890602416446ccbd0d79ce99f04b049ce48d9625;FRANCE;Kid;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
Nike BLAZER;15.0;NIKE;GRIS, ROSE;37.5;https://www.vinted.fr/items/650469000-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_015ea_phcoKE2mhSTX9UJitxQXcE58/310x430/1637649384.jpeg?s=24b8dfa83127a9b0f5c987a567a6b0ffe63fd927;SIX-FOURS-LES-PLAGES, FRANCE;Women;139.01029836962107;405;265.98970163037893;88.6856756756756;73.6856756756756;
blazer mixte;15.0;NIKE;NOIR, BLANC;17;https://www.vinted.fr/items/3872682534-blazer-mixte?referrer=catalog;https://images1.vinted.net/t/02_01b8b_E6Y4tPRVs5YM1SuHYwTQqrUe/310x430/1702318221.jpeg?s=def862c2c4af3532c2b3bbb5a7c17ea692f70a55;FRANCE;Kid;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
nike blazer;15.0;NIKE;ORANGE, CORAIL;40.0;https://www.vinted.fr/items/3612250969-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_010e1_SFLuVBD4KKaS1Zfp3h1dmLLy/310x430/1697374915.jpeg?s=4f02bd0b659824b097471ed0a7fd6896f1995b56;TROYES, FRANCE;Women;28.300164362198974;405;376.699835637801;88.6856756756756;73.6856756756756;
Nike blazer ;15.0;NIKE;BLEU;37.5;https://www.vinted.fr/items/1610671028-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_00cab_QwPV62Lnv9yWHPHZkEAeBrMg/310x430/1644012542.jpeg?s=e0ed55e2cb0a34ef0fde7fa6d85d648b45051d63;BEUZEVILLE, FRANCE;Women;31.296865700340273;405;373.7031342996597;88.6856756756756;73.6856756756756;
Nike blazer Bébé 17;15.0;NIKE;BLANC, VERT;17;https://www.vinted.fr/items/3827448678-nike-blazer-bebe-17?referrer=catalog;https://images1.vinted.net/t/01_001a0_443DtADdTtE3pTh2om7VvzEr/310x430/1701326087.jpeg?s=54b76abcfdd0d00eae286657d82c08ec6579213e;JUILLAN, FRANCE;Kid;130.77193520377523;405;274.22806479622477;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;BLANC;42;https://www.vinted.fr/items/2862292959-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_02031_42dPu6TchrrWdbD2kBbpLKmw/310x430/1680514564.jpeg?s=52fa3307b93d41888aab194c42e2c4f63ee33857;ITALIE;Men;211.5912481093571;405;193.4087518906429;88.6856756756756;73.6856756756756;
Nike Blazer ;15.0;NIKE;BLEU, BLANC;38;https://www.vinted.fr/items/2292495409-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_01c9c_mnbSGtDAAXt75KV6iXhdxc6i/310x430/1665321325.jpeg?s=65be1cb518a795766414ca04e7d9ee8cf64b8060;FRANCE;Men;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
nike blazer ;15.0;NIKE;MULTICOLORE;39.0;https://www.vinted.fr/items/3545648731-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_01ef5_hQXBK9dMsskUo441f6thpWqe/310x430/1696143525.jpeg?s=ca7f172fe3161b14c30945f702acc93e72afd4dd;DIJON, FRANCE;Women;52.63222923075136;405;352.36777076924864;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;GRIS, ORANGE;41;https://www.vinted.fr/items/2123783600-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_01199_axzQiosd51FAXGHNiA6GEgdD/310x430/1661101222.jpeg?s=5d9fe86c860cfedd6114a81c96b96c2a3fa09d3d;SELLES, FRANCE;Men;41.54012692657184;405;363.4598730734282;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;MARINE;36.5;https://www.vinted.fr/items/347841795-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_02268_aDYodULPnNGXtP3f6NN3G8L6/310x430/1602919491.jpeg?s=0b98f835d1e60f49969794375a3a680bad507a16;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;BLANC, BORDEAUX;36.0;https://www.vinted.fr/items/3842592018-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_01076_apwniveDZBRxRPs7CjEBhMDk/310x430/1701635303.jpeg?s=4f90ccc089cebb149248c324b2817fd06e7bbc2e;SAINT-GEORGES, FRANCE;Women;33.624843288175626;405;371.3751567118244;88.6856756756756;73.6856756756756;
Blazer nike ;15.0;NIKE;BLANC, MENTHE;40.0;https://www.vinted.fr/items/3763895617-blazer-nike?referrer=catalog;https://images1.vinted.net/t/03_00677_GVkoJkZk5HKBCLWC3vaPxVaL/310x430/1700061530.jpeg?s=3ac35fd228851e84186d1d2559cf1aaef0bd0fd4;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
Nike blazer ;15.0;NIKE;BLANC;39;https://www.vinted.fr/items/2840954922-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_00773_vsJyhoqBVKdp8E51Dm4efahx/310x430/1680013164.jpeg?s=5a2171301489e8e7811c48063d94dfc655d8b611;ARZANO, ITALIE;Men;257.4986107536333;405;147.50138924636673;88.6856756756756;73.6856756756756;
Nike Blazer;15.0;NIKE;NOIR, BLANC;38;https://www.vinted.fr/items/3491748085-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_0217d_UZ5Eo6GqsN6awAtXnVBzTSxc/310x430/1695066912.jpeg?s=5fe2730a6b1e19653ac997266dac129691da9659;ITALIE;Men;211.5912481093571;405;193.4087518906429;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;NOIR, ARGENTÉ;38.0;https://www.vinted.fr/items/26248155-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_020ea_92jvJJk6FAKwtbwdJQzCNqqJ/310x430/1601378774.jpeg?s=1ef1d2c0c3631056e9485c52927b3137c3235243;CACHAN, FRANCE;Women;1.405692512046141;405;403.59430748795387;88.6856756756756;73.6856756756756;
Nike blazer ;15.0;NIKE;VIOLET;36.5;https://www.vinted.fr/items/3701901071-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_01da9_HCD3tkotmkVxL83jmbS1cTyz/310x430/1698946647.jpeg?s=f3058de222e5ad7f87b82887bc1f4f7905f1c73b;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;GRIS, ARGENTÉ;45;https://www.vinted.fr/items/1991594643-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_02081_CZ2Uv63ReorM4QsYHejjiKCX/310x430/1656248529.jpeg?s=fa88bf8a33d22cfb8efa67a0e634de324f4102fa;FRANCE;Men;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
NIKE blazer;15.0;NIKE;GRIS;38.0;https://www.vinted.fr/items/36980219-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_01c1e_cndJKExabZJkQqCqzdHySbYF/310x430/1601350762.jpeg?s=a00d5515945ebe347297d4db49599c9dbaf7bd32;LES PAVILLONS-SOUS-BOIS, FRANCE;Women;2.4995663488422624;405;402.5004336511577;88.6856756756756;73.6856756756756;
nike blazer ;15.0;NIKE;BLANC;44;https://www.vinted.fr/items/3140714159-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_0159b_aFKWKsXcjVJL1bC8AXnUDfvp/310x430/1686850448.jpeg?s=77d6dc0cdfb4e525a60d7948cf5521dbdb724e96;REIMS, FRANCE;Men;26.12403960499953;405;378.87596039500045;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;GRIS, ROSE;38.5;https://www.vinted.fr/items/98554160-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_00b40_2uPkqBYiX2A1Y4xyzaAiBFaq/310x430/1601519608.jpeg?s=c3ef1e1e847af3eb1990c1b54f41520ae89a089f;VERSAILLES, FRANCE;Women;3.515424879357198;405;401.48457512064283;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;NOIR, BLEU;38.0;https://www.vinted.fr/items/284354751-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_00619_WgKw1sFMMtmAsNYF9VonwtiC/310x430/1601771560.jpeg?s=5f0647c6de04d106df3dd116e59dca758f2d06ba;GUIGNEVILLE-SUR-ESSONNE, FRANCE;Women;8.532671646065937;405;396.4673283539341;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;BORDEAUX;36.5;https://www.vinted.fr/items/2393695467-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_020ea_hn1eXpeLqu7Re3u16MpKWhgs/310x430/1667841934.jpeg?s=2f8c4e1b06bc3a9c4834883b5c3643c284f271a0;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
Nike blazer ;15.0;NIKE;NOIR;39;https://www.vinted.fr/items/1942576560-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_01df0_4J5MRScVdwWb3ztq4iaUCnaw/310x430/1654536849.jpeg?s=8693d1d0dd089f32bccfde1036427ae4dd909fc5;FRANCE;Men;50.58615778249138;405;354.4138422175086;88.6856756756756;73.6856756756756;
Blazer ;15.0;NIKE;ROSE;38.5;https://www.vinted.fr/items/610672243-blazer?referrer=catalog;https://images1.vinted.net/t/01_00dff_Rz5wz68ooKXox1eJYN9sF7JL/310x430/1600092006.jpeg?s=9fff6d62a3f55de7ed4f8696e71ae782e35ec1b7;HOUDAIN, FRANCE;Women;35.59954192337486;405;369.4004580766251;88.6856756756756;73.6856756756756;
nike blazer;15.0;NIKE;ROUGE;43;https://www.vinted.fr/items/355977902-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_02197_KQrS3kcnuTTYyEk8aBj9P2Rx/310x430/1605107457.jpeg?s=09f72009f8d6b9efae079c542d8c3e0955619427;LE CATEAU-CAMBRÉSIS, FRANCE;Men;32.70028173919635;405;372.2997182608037;88.6856756756756;73.6856756756756;
Blazer nike;15.0;NIKE;NOIR, ROUGE;35.5;https://www.vinted.fr/items/2802866436-blazer-nike?referrer=catalog;https://images1.vinted.net/t/03_00593_4zSCzNYRwa7vsYukrtFBSYPL/310x430/1679158707.jpeg?s=24213b4504a2b7abe6c9b95d5dd8612904f9815f;PIERRE-DE-BRESSE, FRANCE;Women;61.80049271580265;405;343.19950728419735;88.6856756756756;73.6856756756756;
Nike Blazer;15.0;NIKE;NOIR, VIOLET;36.5;https://www.vinted.fr/items/912069186-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_0133b_ii2bf1sJkUeuyN79iRcEn7Jb/310x430/1613668189.jpeg?s=880280ca380f24b0895500091c90fd9d1429c02d;TOURCOING, FRANCE;Women;43.129426882529174;405;361.8705731174708;88.6856756756756;73.6856756756756;
Blazers;15.0;NIKE;GRIS;41;https://www.vinted.fr/items/2134237739-blazers?referrer=catalog;https://images1.vinted.net/t/02_0199f_mGxWrmFb47BP6bhxEK6HEJ78/310x430/1661422367.jpeg?s=125dd96bbe994ef09da6451f7294819235eefb53;LILLE, FRANCE;Men;40.900527784952054;405;364.09947221504797;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;ROSE;38.5;https://www.vinted.fr/items/962810552-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_0165e_LgQKHo9SRLsFtMEBo5A641fV/310x430/1615743162.jpeg?s=98ee622005c07e0f4fce866e27ee89654f920493;MARSEILLE, FRANCE;Women;132.10630160408124;405;272.89369839591876;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;MARINE;36.0;https://www.vinted.fr/items/3309323285-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_0001e_R7YabYeff1RiDXuPWT3pKVew/310x430/1691068536.jpeg?s=152d2392833a23ac2171ae293dadf58f378dc70c;VAULX-EN-VELIN, FRANCE;Women;78.68382433300526;405;326.31617566699475;88.6856756756756;73.6856756756756;
Nike blazer ;15.0;NIKE;BLANC;43;https://www.vinted.fr/items/2578946182-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_005ff_BVES7jpiXt7w8ergir63FhQ3/310x430/1676663866.jpeg?s=e0555cc10508bec1ec040e1233f36e6ca2a9d7df;CASAL DI PRINCIPE, ITALIE;Men;254.30623544594474;405;150.69376455405526;88.6856756756756;73.6856756756756;
Nike Blazer ;15.0;NIKE;GRIS, BLEU;38.5;https://www.vinted.fr/items/2092821344-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_00d94_n3vfiHkJi4my3aSxBiumuau2/310x430/1660047753.jpeg?s=ecb35aa0f9607ac826dcec86d434e435c5ac051a;VILLARD-DE-LANS, FRANCE;Women;97.22584454743935;405;307.77415545256065;88.6856756756756;73.6856756756756;
Blazer nike;15.0;NIKE;GRIS;40.5;https://www.vinted.fr/items/2021190557-blazer-nike?referrer=catalog;https://images1.vinted.net/t/02_00a12_wWX4MMWj6bdDRj9KdqxbJ3nE/310x430/1657293064.jpeg?s=b63071b66ea993ab702dbcae39479444d4d7720e;BORDEAUX, FRANCE;Women;99.83489114488926;405;305.16510885511076;88.6856756756756;73.6856756756756;
Blazer nike;15.0;NIKE;GRIS;39;https://www.vinted.fr/items/316872623-blazer-nike?referrer=catalog;https://images1.vinted.net/t/01_013dc_zdBMxgzXmiqgUN78B2RqwSDJ/310x430/1602216805.jpeg?s=80f18e1d41fc516c35ec5392bbea4dfaedb97ced;DOLE, FRANCE;Men;61.13530440427185;405;343.86469559572816;88.6856756756756;73.6856756756756;
blazer nike;15.0;NIKE;BEIGE, BLANC;39.0;https://www.vinted.fr/items/2393962021-blazer-nike?referrer=catalog;https://images1.vinted.net/t/01_01784_afB8F8YdGf5qhY2b5gozXgST/310x430/1667846297.jpeg?s=b8849b1f742c2e3227b39a843f9377a6478509fa;BITCHE, FRANCE;Women;74.42416391221816;405;330.57583608778185;88.6856756756756;73.6856756756756;
Nike blazers;15.0;NIKE;BLEU;39.0;https://www.vinted.fr/items/3654782303-nike-blazers?referrer=catalog;https://images1.vinted.net/t/02_0262e_Q9i58XKodHiQQnXjKno8JniD/310x430/1698079082.jpeg?s=b87a9b77f3743539dc565584db2d162ef26c6a47;PARIS, FRANCE;Women;0.0888444020338186;405;404.9111555979662;88.6856756756756;73.6856756756756;
Nike blazer ;15.0;NIKE;JAUNE;38.5;https://www.vinted.fr/items/797333608-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_008d8_wtRxxLn4PVRBF6Nr5KZGA3eq/310x430/1607876194.jpeg?s=0632917ba88a2dbb533db32fbe6251b8486436ac;GENTÉ, FRANCE;Women;82.35144739013492;405;322.6485526098651;88.6856756756756;73.6856756756756;
Blazer ;15.0;NIKE;BLEU, BLANC;38,5;https://www.vinted.fr/items/3469236445-blazer?referrer=catalog;https://images1.vinted.net/t/01_00704_9ybXaxn39p6zozUwsYenfZh8/310x430/1694622872.jpeg?s=373264dbcd7962a164aa85094961b3872d9a3636;SAINT-MICHEL, FRANCE;Men;35.0339325161461;405;369.9660674838539;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;GRIS, ROSE;38.5;https://www.vinted.fr/items/791800839-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_00b2e_1nVPqfFPp8VpRvCfj1mfgEYX/310x430/1607607354.jpeg?s=ce0667f758fc70cdcc00d6d4a68d101da35c5b63;JOUÉ-LÈS-TOURS, FRANCE;Women;41.88469402535596;405;363.11530597464406;88.6856756756756;73.6856756756756;
Nike blazer;15.0;NIKE;ROUGE;44,5;https://www.vinted.fr/items/2596995994-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_0030b_bycuLi2hfn9wJEqhJUdZ6mrH/310x430/1673891782.jpeg?s=f0030bc1b919d95049e271146185a0832225ecfa;AGRIGENTO, ITALIE;Men;314.22280991906155;405;90.77719008093845;88.6856756756756;73.6856756756756;
Nike Blazer;15.0;NIKE;GRIS;39;https://www.vinted.fr/items/2416911051-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_0229d_CGDJv5ecLuvexiDsHaKo6vSs/310x430/1668428035.jpeg?s=15c4d771052117a5ba34a5778a7cef201088d4a3;PARMA, ITALIE;Men;151.33506014630507;405;253.66493985369493;88.6856756756756;73.6856756756756;
Blazer Nike;16.0;NIKE;VERT;38.0;https://www.vinted.fr/items/2664251285-blazer-nike?referrer=catalog;https://images1.vinted.net/t/02_025bf_1w3HTqz8xuF2sBH9h98ZfmyT/310x430/1675668833.jpeg?s=39d4d05d7a5907dc2753a48ffbc2cbf12445eb84;MONOPOLI, ITALIE;Women;293.42910374739716;405;111.57089625260284;88.6856756756756;72.6856756756756;
Nike blazer;16.0;NIKE;BLANC, BORDEAUX;41;https://www.vinted.fr/items/2736811519-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_0053f_cz6Zv8DSYarpLUrpp4Rebx5N/310x430/1677530702.jpeg?s=664f179e603337c4769205d4f7c4d7d7f0ec84a7;BORGO PANIGALE, ITALIE;Men;166.97379891114554;405;238.02620108885446;88.6856756756756;72.6856756756756;
nike blazer ;16.0;NIKE;GRIS, ROSE;40.0;https://www.vinted.fr/items/2541024308-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_01196_zmQiATQqdJCnw3jt7qfDUv8Z/310x430/1672309309.jpeg?s=5ae223e57abf6d1b132a7c0177c9986c0f8c997f;RUMINGHEM, FRANCE;Women;44.655687071812665;405;360.3443129281873;88.6856756756756;72.6856756756756;
Blazer Nike ;16.0;NIKE;BLEU;36.0;https://www.vinted.fr/items/3346487579-blazer-nike?referrer=catalog;https://images1.vinted.net/t/02_003d3_T4xKAdpeLFQ7zVJhPRNT12xa/310x430/1691939157.jpeg?s=090e6da28ff4d08999d5bfae79b8be9608acd2cc;LIFFRÉ, FRANCE;Women;58.739252698581794;405;346.2607473014182;88.6856756756756;72.6856756756756;
Nike blazer ;16.0;NIKE;BLANC, MULTICOLORE;40.0;https://www.vinted.fr/items/3589665385-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_019a9_pCXWovMVqbVUfUBxQBeGedgC/310x430/1696941383.jpeg?s=8ea943edb7c1acf5c63bad1b97beaa404f22b8b4;ISEO, ITALIE;Women;136.41406611042746;405;268.5859338895725;88.6856756756756;72.6856756756756;
Nike blazzer;16.0;NIKE;BLANC;38;https://www.vinted.fr/items/2589611164-nike-blazzer?referrer=catalog;https://images1.vinted.net/t/03_020c2_1eRRWBSAhacXZvzKP3vHQa84/310x430/1673726509.jpeg?s=3d9ab432170c2ab39ee46b2c04f07d8f98de139e;LONRAI, FRANCE;Men;35.16744432970427;405;369.83255567029573;88.6856756756756;72.6856756756756;
Blazers nike.;16.0;NIKE;ROSE;40.0;https://www.vinted.fr/items/3457457650-blazers-nike?referrer=catalog;https://images1.vinted.net/t/01_01e11_Dy6YHjzMGBbKtR1oSzgdtP1t/310x430/1694365203.jpeg?s=d9fbc4906f9b0ce837518f16675504e14e265dcf;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;72.6856756756756;
Nike blazer;16.0;NIKE;GRIS, BLEU;38.0;https://www.vinted.fr/items/3046056958-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_00501_JFKwzEV7mSmT4MAa5LCrvJ8C/310x430/1684678714.jpeg?s=82259a8a46b526e185f809e66916ac234c570fa3;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;72.6856756756756;
Blazer;16.0;NIKE;ROUGE;41;https://www.vinted.fr/items/1607995936-blazer?referrer=catalog;https://images1.vinted.net/t/01_025e9_sEv8NcJ4h1k3xnx7MGBbNJUC/310x430/1643902719.jpeg?s=e3b8df4883999c53d1c6f9f1e743a6dac30f1a57;FRANCE;Men;50.58615778249138;405;354.4138422175086;88.6856756756756;72.6856756756756;
Nike blazer;16.0;NIKE;BLANC, ROUGE;38.0;https://www.vinted.fr/items/3144869110-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_011ed_SR1GaJoe1iMn5pgNbFtdhhgW/310x430/1686987747.jpeg?s=330ee9eb94fa79f8d1d816c7fb491be8556f98d0;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;72.6856756756756;
Nike blazer;16.0;NIKE;GRIS;42;https://www.vinted.fr/items/3326418717-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_01ac1_xQtiYtuSMTsJxuUB12Baompy/310x430/1691440368.jpeg?s=154102bb4cb90374da156dfe17cdf58b3018b223;PALERMO, ITALIE;Men;297.14616887826776;405;107.85383112173224;88.6856756756756;72.6856756756756;
nike blazer;16.0;NIKE;BLANC;36.0;https://www.vinted.fr/items/3805907937-nike-blazer?referrer=catalog;https://images1.vinted.net/t/01_00244_k69qA964fnaAqRJLiBFxtTAr/310x430/1700909227.jpeg?s=6cbba9bff28bf60e42f7bf8d05faf5c83a823d1b;OVIEDO, ESPAGNE;Women;175.8755441942309;405;229.1244558057691;88.6856756756756;72.6856756756756;
Nike blazer ;16.5;NIKE;NOIR, TURQUOISE;40.0;https://www.vinted.fr/items/3397544269-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_0227a_788n2BctCxaphPqXvmCUJVaX/310x430/1693142563.jpeg?s=f5fc7b7bc3cde6ac0ea25766a5c13ba2d402a29f;FRANCE;Women;50.58615778249138;405;354.4138422175086;88.6856756756756;72.1856756756756;
Nike Blazer ;17.0;NIKE;NOIR, BLANC;42,5;https://www.vinted.fr/items/3309297355-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_0121d_szmd92Rf7dUSESbq9b17fGns/310x430/1691068214.jpeg?s=11a8d7c4f32616783c502e33fb7dfdf62aed3899;FRANCE;Men;50.58615778249138;405;354.4138422175086;88.6856756756756;71.6856756756756;
Nike blazer ;17.0;NIKE;GRIS, ROSE;38.0;https://www.vinted.fr/items/372718101-nike-blazer?referrer=catalog;https://images1.vinted.net/t/02_02655_Gp6E4Y34YPPMVnVXmnUSJ4Hw/310x430/1604818230.jpeg?s=a0181c959d7c831bb9654715687aba06c569166a;PARIS 16, FRANCE;Women;0.12343547644900682;405;404.876564523551;88.6856756756756;71.6856756756756;
NIKE Blazer;17.0;NIKE;NOIR;40;https://www.vinted.fr/items/1600568104-nike-blazer?referrer=catalog;https://images1.vinted.net/t/03_012c5_ZppL5qEznANkaqRJE5MXT5fN/310x430/1643615010.jpeg?s=daee4c76eab71ec9dfdfa79175c112ce4804ab89;FRANCE;Men;50.58615778249138;405;354.4138422175086;88.6856756756756;71.6856756756756;
